2008-06-11	0.078642879
2008-06-12	0.073141522
2008-06-13	0.065339307
2008-06-14	0.059895564
2008-06-15	0.062628012
2008-06-16	0.085535203
2008-06-17	0.096909151
2008-06-18	0.07935865
2008-06-19	0.062856004
2008-06-20	0.052484325
2008-06-21	0.044948211
2008-06-22	0.071809472
2008-06-23	0.087107103
2008-06-24	0.058536392
2008-06-25	0.039827843
2008-06-26	0.032589148
2008-06-27	0.028164529
2008-06-28	0.024775324
2008-06-29	0.021881614
2008-06-30	0.018856982
2008-07-01	0.016838934
2008-07-02	0.015122383
2008-07-03	0.013356815
2008-07-04	0.011933388
2008-07-05	0.010131712
2008-07-06	0.008413919
2008-07-07	0.007375847
2008-07-08	0.006620058
2008-07-09	0.00542501
2008-07-10	0.004549296
2008-07-11	0.004098131
2008-07-12	0.003390586
2008-07-13	0.002704232
2008-07-14	0.002261642
2008-07-15	0.002063781
2008-07-16	0.001760616
2008-07-17	0.000724975
2008-07-18	0
2008-07-19	0.000330026
2008-07-20	0.000982554
2008-07-21	0.001119386
2008-07-22	0.000595575
2008-07-23	0.000128717
2008-07-24	0
2008-07-25	0
2008-07-26	0
2008-07-27	0
2008-07-28	0
2008-07-29	0
2008-07-30	0
2008-07-31	0
2008-08-01	0
2008-08-02	0
2008-08-03	0
2008-08-04	0
2008-08-05	0
2008-08-06	0
2008-08-07	0
2008-08-08	0
2008-08-09	0
2008-08-10	0
2008-08-11	0
2008-08-12	0
2008-08-13	0
2008-08-14	0
2008-08-15	0
2008-08-16	0
2008-08-17	0
2008-08-18	0
2008-08-19	0
2008-08-20	0
2008-08-21	0
2008-08-22	0
2008-08-23	0
2008-08-24	0
2008-08-25	0
2008-08-26	0
2008-08-27	0
2008-08-28	0
2008-08-29	0
2008-08-30	0
2008-08-31	0
2008-09-01	0
2008-09-02	0
2008-09-03	0
2008-09-04	0
2008-09-05	0
2008-09-06	0
2008-09-07	0
2008-09-08	0
2008-09-09	0
2008-09-10	0
2008-09-11	0
2008-09-12	0
2008-09-13	0
2008-09-14	0
2008-09-15	0
