Date	Time	RF_mm	AirT_6m	RH_6m	Pa_kPa	WS_6m	S_in
2008-05-31	16:00:00	0	17.55	67.81	92.48	2.24	0.55
2008-05-31	17:00:00	0	17.17	67.47	92.49	2.92	0.59
2008-05-31	18:00:00	0	17.34	66.08	92.45	2.71	0.57
2008-05-31	19:00:00	0	17.66	65.07	92.40	2.58	0.32
2008-05-31	20:00:00	0	17.60	64.84	92.40	2.74	0.26
2008-05-31	21:00:00	0.2	17.26	62.61	92.52	2.45	0.07
2008-05-31	22:00:00	2	15.60	72.36	92.55	0.53	0.00
2008-05-31	23:00:00	1	13.49	87.05	92.57	1.06	0.00
2008-06-01	0:00:00	0	13.46	87.99	92.58	0.26	0.00
2008-06-01	1:00:00	0	12.40	94.19	92.61	0.26	0.00
2008-06-01	2:00:00	0	11.97	95.22	92.63	0.18	0.00
2008-06-01	3:00:00	0	11.25	94.54	92.59	0.18	0.00
2008-06-01	4:00:00	0	10.89	94.61	92.61	0.16	0.00
2008-06-01	5:00:00	0	10.33	95.62	92.59	0.27	0.00
2008-06-01	6:00:00	0.2	9.96	97.49	92.58	0.25	0.00
2008-06-01	7:00:00	0	9.24	99.93	92.58	0.15	0.00
2008-06-01	8:00:00	0	8.45	104.13	92.62	0.09	0.04
2008-06-01	9:00:00	0	9.60	101.06	92.65	0.17	0.12
2008-06-01	10:00:00	0	10.86	92.86	92.69	1.28	0.16
2008-06-01	11:00:00	0	12.10	84.54	92.69	1.56	0.30
2008-06-01	12:00:00	0	13.46	75.89	92.68	1.90	0.34
2008-06-01	13:00:00	0	14.47	70.85	92.70	2.82	0.57
2008-06-01	14:00:00	0	14.81	66.94	92.71	3.27	0.70
2008-06-01	15:00:00	0	15.56	62.71	92.62	3.12	0.91
2008-06-01	16:00:00	0	15.51	63.96	92.58	3.18	0.92
2008-06-01	17:00:00	0	15.57	63.85	92.58	3.86	0.81
2008-06-01	18:00:00	0	16.13	57.79	92.56	4.50	0.76
2008-06-01	19:00:00	0	16.16	56.32	92.58	3.83	0.58
2008-06-01	20:00:00	0	16.47	57.39	92.56	3.66	0.30
2008-06-01	21:00:00	0	16.40	59.68	92.61	3.35	0.19
2008-06-01	22:00:00	0	15.07	66.25	92.63	0.99	0.01
2008-06-01	23:00:00	0	12.15	80.05	92.69	0.42	0.00
2008-06-02	0:00:00	0	10.01	91.71	92.75	1.17	0.00
2008-06-02	1:00:00	0	10.14	91.21	92.78	1.45	0.00
2008-06-02	2:00:00	0	9.50	94.32	92.75	1.50	0.00
2008-06-02	3:00:00	0	8.04	101.27	92.76	1.60	0.00
2008-06-02	4:00:00	0	6.95	103.35	92.77	0.87	0.00
2008-06-02	5:00:00	0	6.02	106.25	92.74	1.06	0.00
2008-06-02	6:00:00	0	5.55	107.77	92.74	0.70	0.00
2008-06-02	7:00:00	0	6.34	109.46	92.77	0.32	0.00
2008-06-02	8:00:00	0	6.14	109.78	92.80	0.86	0.05
2008-06-02	9:00:00	0	8.56	111.40	92.82	1.95	0.16
2008-06-02	10:00:00	0	11.31	95.21	92.90	2.35	0.35
2008-06-02	11:00:00	0	13.19	87.00	92.91	2.62	0.51
2008-06-02	12:00:00	0	15.57	74.28	92.93	3.08	0.78
2008-06-02	13:00:00	0	16.79	64.55	92.94	2.59	0.93
2008-06-02	14:00:00	0	17.80	58.77	92.98	3.33	0.73
2008-06-02	15:00:00	0	18.33	56.14	92.95	3.49	0.79
2008-06-02	16:00:00	0	19.05	51.78	92.92	3.44	0.56
2008-06-02	17:00:00	0	19.63	47.95	92.94	3.59	0.42
2008-06-02	18:00:00	0	19.60	44.96	92.93	3.38	0.53
2008-06-02	19:00:00	0	20.17	41.66	92.89	2.70	0.28
2008-06-02	20:00:00	0	20.48	41.14	92.92	2.58	0.34
2008-06-02	21:00:00	0	20.06	42.07	92.94	2.24	0.19
2008-06-02	22:00:00	0	17.86	61.77	92.99	1.10	0.01
2008-06-02	23:00:00	0	14.58	79.86	93.00	0.23	0.00
2008-06-03	0:00:00	0	13.00	89.67	93.07	0.23	0.00
2008-06-03	1:00:00	0	11.85	96.06	93.07	0.50	0.00
2008-06-03	2:00:00	0	10.95	100.55	93.05	0.33	0.00
2008-06-03	3:00:00	0	9.79	103.29	93.06	0.36	0.00
2008-06-03	4:00:00	0	9.48	105.99	93.05	0.19	0.00
2008-06-03	5:00:00	0	9.60	107.53	93.07	0.11	0.00
2008-06-03	6:00:00	0	8.73	108.54	93.08	0.26	0.00
2008-06-03	7:00:00	0	7.72	108.97	93.10	0.18	0.00
2008-06-03	8:00:00	0	7.72	110.45	93.13	0.15	0.06
2008-06-03	9:00:00	0	10.66	107.36	93.17	0.43	0.21
2008-06-03	10:00:00	0	13.28	84.99	93.21	1.69	0.42
2008-06-03	11:00:00	0	15.04	77.93	93.22	1.37	0.61
2008-06-03	12:00:00	0	16.97	68.72	93.21	2.24	0.76
2008-06-03	13:00:00	0	18.88	62.99	93.25	1.92	0.63
2008-06-03	14:00:00	0	20.03	58.08	93.22	2.51	1.05
2008-06-03	15:00:00	0	20.33	56.54	93.21	2.67	0.90
2008-06-03	16:00:00	0	20.85	52.84	93.13	2.32	1.07
2008-06-03	17:00:00	0	20.80	50.61	93.15	1.66	0.75
2008-06-03	18:00:00	0	20.51	52.63	93.11	1.32	0.56
2008-06-03	19:00:00	0	20.12	55.06	93.10	1.19	0.52
2008-06-03	20:00:00	0	19.93	57.64	93.04	0.98	0.41
2008-06-03	21:00:00	0	19.31	63.85	93.03	0.71	0.16
2008-06-03	22:00:00	0	18.07	66.17	93.08	0.59	0.01
2008-06-03	23:00:00	0	16.27	71.82	93.11	0.21	0.00
2008-06-04	0:00:00	0	15.09	76.54	93.13	0.50	0.00
2008-06-04	1:00:00	0	14.13	86.60	93.13	0.31	0.00
2008-06-04	2:00:00	0	13.99	88.21	93.13	0.34	0.00
2008-06-04	3:00:00	0	13.29	90.12	93.14	0.25	0.00
2008-06-04	4:00:00	0	12.75	88.97	93.13	0.31	0.00
2008-06-04	5:00:00	0	12.16	92.22	93.07	0.17	0.00
2008-06-04	6:00:00	0	11.55	94.41	93.07	0.37	0.00
2008-06-04	7:00:00	0	10.45	100.08	93.07	0.11	0.00
2008-06-04	8:00:00	0	10.58	99.67	93.16	0.05	0.06
2008-06-04	9:00:00	0	11.21	94.94	93.18	0.56	0.22
2008-06-04	10:00:00	0	12.15	88.74	93.18	0.90	0.43
2008-06-04	11:00:00	0	14.29	79.57	93.13	0.99	0.62
2008-06-04	12:00:00	0	15.37	74.31	93.16	0.83	0.77
2008-06-04	13:00:00	0	16.05	70.75	93.11	0.98	0.88
2008-06-04	14:00:00	0	17.04	67.45	93.12	1.55	0.86
2008-06-04	15:00:00	0	17.84	62.04	93.06	1.89	0.82
2008-06-04	16:00:00	0	18.46	61.66	93.03	2.89	0.78
2008-06-04	17:00:00	0	18.75	60.87	93.01	3.17	0.65
2008-06-04	18:00:00	0	19.43	59.17	93.00	3.56	0.42
2008-06-04	19:00:00	0	19.80	57.28	92.96	3.18	0.36
2008-06-04	20:00:00	0	19.91	55.08	92.96	2.87	0.26
2008-06-04	21:00:00	0	19.71	55.62	92.99	3.04	0.14
2008-06-04	22:00:00	0	17.72	65.92	93.00	2.37	0.02
2008-06-04	23:00:00	0	15.22	79.27	93.07	1.43	0.00
2008-06-05	0:00:00	0	13.79	89.03	93.08	0.54	0.00
2008-06-05	1:00:00	0	11.67	100.17	93.07	0.53	0.00
2008-06-05	2:00:00	0	10.49	105.92	93.07	0.96	0.00
2008-06-05	3:00:00	0	10.01	108.77	93.07	0.83	0.00
2008-06-05	4:00:00	0	9.33	109.48	93.00	1.17	0.00
2008-06-05	5:00:00	0	8.89	110.36	92.99	0.56	0.00
2008-06-05	6:00:00	0	8.98	111.12	92.97	0.51	0.00
2008-06-05	7:00:00	0	9.48	111.16	92.96	0.52	0.00
2008-06-05	8:00:00	0	9.69	100.74	92.97	0.84	0.03
2008-06-05	9:00:00	0	9.92	101.74	92.96	1.34	0.10
2008-06-05	10:00:00	0	13.10	81.02	92.99	1.97	0.34
2008-06-05	11:00:00	0	14.49	75.25	93.00	2.24	0.58
2008-06-05	12:00:00	0	15.71	71.23	92.99	3.20	0.62
2008-06-05	13:00:00	0	16.77	66.58	92.96	2.70	0.75
2008-06-05	14:00:00	0	18.09	60.54	92.92	2.58	0.84
2008-06-05	15:00:00	0	18.50	56.60	92.91	2.58	0.73
2008-06-05	16:00:00	0	19.43	50.24	92.88	2.67	0.80
2008-06-05	17:00:00	0	20.17	47.55	92.85	2.78	0.57
2008-06-05	18:00:00	0	20.70	45.07	92.83	2.70	0.62
2008-06-05	19:00:00	0	20.95	43.68	92.82	2.90	0.57
2008-06-05	20:00:00	0	20.96	42.35	92.84	2.52	0.40
2008-06-05	21:00:00	0	20.81	41.00	92.89	2.03	0.20
2008-06-05	22:00:00	0	19.34	52.09	93.00	1.90	0.02
2008-06-05	23:00:00	0	14.83	77.38	93.05	0.68	0.00
2008-06-06	0:00:00	0	11.73	91.65	93.07	0.29	0.00
2008-06-06	1:00:00	0	10.25	98.62	93.09	0.08	0.00
2008-06-06	2:00:00	0	9.37	104.11	93.10	0.06	0.00
2008-06-06	3:00:00	0	10.03	98.04	93.10	0.19	0.00
2008-06-06	4:00:00	0	10.35	91.40	93.09	0.12	0.00
2008-06-06	5:00:00	0	9.17	94.84	93.09	0.29	0.00
2008-06-06	6:00:00	0	8.06	99.07	93.12	0.76	0.00
2008-06-06	7:00:00	0	7.33	99.88	93.16	0.95	0.00
2008-06-06	8:00:00	0	7.38	98.73	93.23	0.85	0.03
2008-06-06	9:00:00	0	9.48	83.39	93.25	0.53	0.18
2008-06-06	10:00:00	0	11.39	72.57	93.24	3.73	0.44
2008-06-06	11:00:00	0	13.28	65.24	93.27	3.24	0.63
2008-06-06	12:00:00	0	14.83	61.96	93.23	2.61	0.76
2008-06-06	13:00:00	0	16.04	59.61	93.25	2.35	0.82
2008-06-06	14:00:00	0	17.14	56.49	93.24	1.79	0.86
2008-06-06	15:00:00	0	18.03	54.79	93.19	1.55	0.89
2008-06-06	16:00:00	0	19.10	51.36	93.17	1.38	0.91
2008-06-06	17:00:00	0	19.53	48.60	93.16	1.43	0.90
2008-06-06	18:00:00	0	19.98	44.39	93.10	1.53	0.75
2008-06-06	19:00:00	0	20.23	42.14	93.11	1.45	0.61
2008-06-06	20:00:00	0	20.05	38.15	93.08	1.15	0.40
2008-06-06	21:00:00	0	19.71	37.37	93.09	1.00	0.19
2008-06-06	22:00:00	0	18.13	47.86	93.07	0.46	0.01
2008-06-06	23:00:00	0	14.69	61.24	93.11	0.13	0.00
2008-06-07	0:00:00	0	11.89	77.05	93.17	0.07	0.00
2008-06-07	1:00:00	0	10.72	83.68	93.17	0.18	0.00
2008-06-07	2:00:00	0	10.85	80.07	93.17	0.24	0.00
2008-06-07	3:00:00	0	10.80	76.40	93.20	0.98	0.00
2008-06-07	4:00:00	0	9.94	77.37	93.16	0.41	0.00
2008-06-07	5:00:00	0.2	9.01	79.57	93.20	0.18	0.00
2008-06-07	6:00:00	0	8.55	79.16	93.21	0.48	0.00
2008-06-07	7:00:00	0	8.21	78.15	93.26	0.42	0.00
2008-06-07	8:00:00	0	7.43	82.35	93.25	0.19	0.06
2008-06-07	9:00:00	0	9.09	75.58	93.29	1.92	0.23
2008-06-07	10:00:00	0	11.05	67.88	93.28	2.22	0.44
2008-06-07	11:00:00	0	11.22	68.84	93.29	2.57	0.64
2008-06-07	12:00:00	0	11.68	69.57	93.26	2.42	0.79
2008-06-07	13:00:00	0	12.57	67.68	93.29	2.33	0.90
2008-06-07	14:00:00	0	11.74	78.68	93.22	2.38	0.99
2008-06-07	15:00:00	0	11.83	78.51	93.24	2.39	1.01
2008-06-07	16:00:00	0	14.21	66.85	93.19	2.23	0.98
2008-06-07	17:00:00	0	15.58	60.88	93.12	2.15	0.88
2008-06-07	18:00:00	0	16.88	51.93	93.09	2.28	0.75
2008-06-07	19:00:00	0	16.54	52.91	93.07	2.28	0.57
2008-06-07	20:00:00	0	16.55	54.98	93.05	2.31	0.38
2008-06-07	21:00:00	0	16.18	54.60	93.04	1.86	0.19
2008-06-07	22:00:00	0	14.96	53.93	93.07	1.01	0.02
2008-06-07	23:00:00	0	13.06	61.33	93.11	0.17	0.00
2008-06-08	0:00:00	0	12.03	67.83	93.17	0.14	0.00
2008-06-08	1:00:00	0	10.91	75.89	93.18	0.20	0.00
2008-06-08	2:00:00	0	10.12	82.34	93.18	0.87	0.00
2008-06-08	3:00:00	0	9.82	85.66	93.19	1.48	0.00
2008-06-08	4:00:00	0	9.87	84.73	93.14	1.31	0.00
2008-06-08	5:00:00	0	9.79	85.16	93.13	1.16	0.00
2008-06-08	6:00:00	0	9.65	87.36	93.13	1.22	0.00
2008-06-08	7:00:00	0	9.89	87.23	93.11	0.75	0.00
2008-06-08	8:00:00	0	9.96	86.80	93.15	0.24	0.04
2008-06-08	9:00:00	0	10.36	85.93	93.11	1.43	0.23
2008-06-08	10:00:00	0	11.07	84.34	93.10	2.66	0.34
2008-06-08	11:00:00	0	12.14	80.23	93.10	2.00	0.17
2008-06-08	12:00:00	0	13.90	73.35	93.07	2.08	0.37
2008-06-08	13:00:00	0	15.72	68.44	93.10	2.53	0.36
2008-06-08	14:00:00	0	14.99	75.51	93.09	2.48	0.37
2008-06-08	15:00:00	0.2	15.95	71.19	93.07	2.22	0.47
2008-06-08	16:00:00	0	18.18	62.40	93.00	2.52	0.82
2008-06-08	17:00:00	0	17.81	66.12	92.93	3.25	0.70
2008-06-08	18:00:00	0	18.49	63.13	92.87	3.64	0.63
2008-06-08	19:00:00	0	17.57	68.85	92.90	3.30	0.58
2008-06-08	20:00:00	0	15.83	77.06	92.93	3.15	0.39
2008-06-08	21:00:00	0	13.81	87.01	92.91	3.16	0.15
2008-06-08	22:00:00	0	12.54	93.59	92.97	2.19	0.02
2008-06-08	23:00:00	0	11.75	99.94	93.04	2.12	0.00
2008-06-09	0:00:00	0	10.36	104.26	93.08	3.37	0.00
2008-06-09	1:00:00	0	9.63	105.62	93.17	3.06	0.00
2008-06-09	2:00:00	0	9.84	103.57	93.16	2.45	0.00
2008-06-09	3:00:00	0	8.86	105.77	93.14	2.42	0.00
2008-06-09	4:00:00	0	8.87	108.42	93.13	2.50	0.00
2008-06-09	5:00:00	0	10.26	110.23	93.13	2.13	0.00
2008-06-09	6:00:00	0	11.34	106.91	93.08	1.85	0.00
2008-06-09	7:00:00	0	11.20	103.56	93.10	1.83	0.00
2008-06-09	8:00:00	0	10.39	106.24	93.11	2.15	0.01
2008-06-09	9:00:00	0	12.24	103.23	93.09	2.02	0.05
2008-06-09	10:00:00	0	13.57	92.36	93.07	2.21	0.10
2008-06-09	11:00:00	0	15.08	82.75	93.11	2.90	0.16
2008-06-09	12:00:00	0	16.25	75.26	93.12	3.66	0.39
2008-06-09	13:00:00	0	16.97	71.79	93.13	3.67	0.71
2008-06-09	14:00:00	0	17.11	71.80	93.12	2.72	0.13
2008-06-09	15:00:00	0	17.17	73.23	93.07	3.90	0.65
2008-06-09	16:00:00	0	18.78	64.88	93.02	4.47	0.74
2008-06-09	17:00:00	0	19.65	58.23	93.03	3.75	0.47
2008-06-09	18:00:00	0	19.23	63.62	92.99	3.97	0.51
2008-06-09	19:00:00	0.4	17.95	69.29	93.00	3.19	0.22
2008-06-09	20:00:00	1	16.81	80.94	93.07	3.16	0.14
2008-06-09	21:00:00	0.8	18.04	73.35	93.09	1.91	0.06
2008-06-09	22:00:00	0	16.45	78.79	93.09	0.52	0.01
2008-06-09	23:00:00	0	14.48	89.86	93.14	0.39	0.00
2008-06-10	0:00:00	0.2	13.03	94.43	93.17	0.27	0.00
2008-06-10	1:00:00	0	11.39	102.61	93.18	0.60	0.00
2008-06-10	2:00:00	0	10.24	106.69	93.19	0.37	0.00
2008-06-10	3:00:00	0	8.92	107.96	93.14	0.13	0.00
2008-06-10	4:00:00	0	8.29	109.27	93.14	0.27	0.00
2008-06-10	5:00:00	0	8.74	110.65	93.10	0.56	0.00
2008-06-10	6:00:00	0	8.43	110.93	93.07	0.83	0.00
2008-06-10	7:00:00	0	7.67	111.04	93.11	0.43	0.00
2008-06-10	8:00:00	0	6.96	110.99	93.14	0.24	0.04
2008-06-10	9:00:00	0	9.84	112.36	93.15	0.89	0.18
2008-06-10	10:00:00	0	13.54	98.32	93.10	1.84	0.34
2008-06-10	11:00:00	0	16.14	81.27	93.14	2.27	0.47
2008-06-10	12:00:00	0	17.38	72.11	93.13	2.18	0.56
2008-06-10	13:00:00	0	18.63	66.20	93.17	2.11	0.45
2008-06-10	14:00:00	0	19.33	64.59	93.16	1.82	0.35
2008-06-10	15:00:00	0	20.19	61.34	93.13	1.87	0.35
2008-06-10	16:00:00	0	19.53	63.31	93.07	1.72	0.79
2008-06-10	17:00:00	0	19.48	63.58	93.04	1.70	0.47
2008-06-10	18:00:00	0.2	20.61	60.16	92.99	1.92	0.53
2008-06-10	19:00:00	0	21.44	57.37	93.00	3.22	0.14
2008-06-10	20:00:00	0	21.07	57.37	93.03	2.34	0.29
2008-06-10	21:00:00	0	18.87	70.65	93.07	2.21	0.11
2008-06-10	22:00:00	0	18.06	76.58	93.07	1.09	0.02
2008-06-10	23:00:00	0	16.70	82.84	93.13	0.53	0.00
2008-06-11	0:00:00	0	14.95	90.08	93.22	0.29	0.00
2008-06-11	1:00:00	0	13.16	99.81	93.23	0.13	0.00
2008-06-11	2:00:00	0	12.18	101.33	93.23	0.08	0.00
2008-06-11	3:00:00	0	10.44	105.25	93.23	0.03	0.00
2008-06-11	4:00:00	0	9.69	107.48	93.19	0.22	0.00
2008-06-11	5:00:00	0	8.35	107.74	93.22	0.18	0.00
2008-06-11	6:00:00	0	7.31	108.55	93.26	0.26	0.00
2008-06-11	7:00:00	0	6.28	108.96	93.25	0.18	0.00
2008-06-11	8:00:00	0	6.41	110.14	93.27	0.20	0.05
2008-06-11	9:00:00	0	9.33	112.14	93.36	0.94	0.21
2008-06-11	10:00:00	0	13.87	95.22	93.33	1.43	0.42
2008-06-11	11:00:00	0	16.52	79.00	93.34	2.34	0.57
2008-06-11	12:00:00	0	18.08	69.08	93.33	2.70	0.74
2008-06-11	13:00:00	0	19.02	62.65	93.33	3.21	0.73
2008-06-11	14:00:00	0	20.07	56.92	93.32	2.87	0.88
2008-06-11	15:00:00	0	21.26	51.61	93.30	3.37	0.66
2008-06-11	16:00:00	0	22.16	48.48	93.32	3.09	0.52
2008-06-11	17:00:00	0	22.81	46.21	93.24	2.65	0.44
2008-06-11	18:00:00	0	23.19	44.84	93.20	2.47	0.68
2008-06-11	19:00:00	0	23.55	41.63	93.17	2.25	0.49
2008-06-11	20:00:00	0	23.49	39.89	93.21	3.13	0.36
2008-06-11	21:00:00	0	23.27	38.93	93.29	2.04	0.14
2008-06-11	22:00:00	0	20.48	50.87	93.32	1.19	0.03
2008-06-11	23:00:00	0	15.57	75.67	93.34	0.77	0.00
2008-06-12	0:00:00	0	12.73	90.65	93.41	0.33	0.00
2008-06-12	1:00:00	0	11.55	97.14	93.45	0.42	0.00
2008-06-12	2:00:00	0	10.72	101.80	93.40	0.09	0.00
2008-06-12	3:00:00	0	9.73	104.69	93.45	0.18	0.00
2008-06-12	4:00:00	0	8.92	107.53	93.40	0.29	0.00
2008-06-12	5:00:00	0	8.09	108.36	93.39	0.10	0.00
2008-06-12	6:00:00	0.2	7.56	109.26	93.40	0.10	0.00
2008-06-12	7:00:00	0	7.06	109.71	93.43	0.07	0.00
2008-06-12	8:00:00	0	7.13	110.51	93.45	0.11	0.05
2008-06-12	9:00:00	0	10.91	108.63	93.45	0.29	0.22
2008-06-12	10:00:00	0	15.03	85.80	93.47	1.75	0.42
2008-06-12	11:00:00	0	18.20	72.95	93.45	2.61	0.62
2008-06-12	12:00:00	0	21.36	55.27	93.46	3.00	0.79
2008-06-12	13:00:00	0	22.56	52.40	93.41	3.05	0.90
2008-06-12	14:00:00	0	23.47	46.01	93.38	2.93	0.98
2008-06-12	15:00:00	0	23.85	41.14	93.32	2.26	1.00
2008-06-12	16:00:00	0	23.55	36.60	93.27	2.34	0.96
2008-06-12	17:00:00	0	24.58	31.91	93.23	2.31	0.85
2008-06-12	18:00:00	0	25.03	30.87	93.18	2.63	0.75
2008-06-12	19:00:00	0	25.25	34.92	93.12	2.48	0.60
2008-06-12	20:00:00	0	25.15	32.46	93.14	2.04	0.41
2008-06-12	21:00:00	0	24.54	29.38	93.13	1.75	0.20
2008-06-12	22:00:00	0	22.35	29.74	93.14	0.36	0.01
2008-06-12	23:00:00	0	19.23	42.25	93.14	0.13	0.00
2008-06-13	0:00:00	0	17.51	54.29	93.23	0.17	0.00
2008-06-13	1:00:00	0	15.71	63.53	93.19	0.07	0.00
2008-06-13	2:00:00	0	12.09	81.60	93.20	0.11	0.00
2008-06-13	3:00:00	0	10.11	92.05	93.15	0.01	0.00
2008-06-13	4:00:00	0	9.32	96.82	93.10	0.02	0.00
2008-06-13	5:00:00	0	8.11	101.13	93.11	0.03	0.00
2008-06-13	6:00:00	0	6.52	104.67	93.05	0.13	0.00
2008-06-13	7:00:00	0	5.73	106.59	93.03	0.19	0.00
2008-06-13	8:00:00	0	5.68	108.29	93.04	0.08	0.05
2008-06-13	9:00:00	0	9.45	103.44	93.04	0.04	0.23
2008-06-13	10:00:00	0	12.88	90.32	93.05	0.38	0.43
2008-06-13	11:00:00	0	15.09	79.89	93.04	0.58	0.61
2008-06-13	12:00:00	0	17.37	70.14	92.98	2.51	0.77
2008-06-13	13:00:00	0	19.23	60.96	92.97	3.27	0.87
2008-06-13	14:00:00	0	20.38	54.92	92.95	4.16	1.04
2008-06-13	15:00:00	0	21.56	52.42	92.92	3.66	0.71
2008-06-13	16:00:00	0	22.63	44.24	92.90	3.42	0.56
2008-06-13	17:00:00	0	23.41	37.35	92.86	3.67	0.87
2008-06-13	18:00:00	0	23.74	30.99	92.84	3.44	0.78
2008-06-13	19:00:00	0	23.81	34.98	92.78	2.90	0.58
2008-06-13	20:00:00	0	23.93	32.11	92.75	3.71	0.39
2008-06-13	21:00:00	0	22.87	33.11	92.79	3.42	0.21
2008-06-13	22:00:00	0	20.51	44.66	92.83	1.63	0.02
2008-06-13	23:00:00	0	18.64	45.79	92.93	1.18	0.00
2008-06-14	0:00:00	0	17.45	50.00	92.98	1.81	0.00
2008-06-14	1:00:00	0	15.14	57.15	92.98	0.63	0.00
2008-06-14	2:00:00	0	13.50	63.84	93.02	0.32	0.00
2008-06-14	3:00:00	0	13.24	71.52	93.00	0.33	0.00
2008-06-14	4:00:00	0	14.14	75.71	93.00	0.29	0.00
2008-06-14	5:00:00	0	14.24	73.25	92.95	0.13	0.00
2008-06-14	6:00:00	0	14.02	68.88	92.99	0.16	0.00
2008-06-14	7:00:00	0	13.66	69.74	93.05	0.08	0.00
2008-06-14	8:00:00	0	12.97	72.45	93.07	0.21	0.07
2008-06-14	9:00:00	0	13.86	67.28	93.04	0.34	0.24
2008-06-14	10:00:00	0	15.24	62.54	93.07	1.02	0.41
2008-06-14	11:00:00	0	15.91	57.66	93.06	0.90	0.61
2008-06-14	12:00:00	0	17.69	50.42	93.06	0.79	0.76
2008-06-14	13:00:00	0	18.49	47.99	93.08	1.27	0.88
2008-06-14	14:00:00	0	18.73	50.09	93.07	1.87	0.96
2008-06-14	15:00:00	0	19.12	54.58	93.07	1.83	1.00
2008-06-14	16:00:00	0	19.29	62.06	93.01	2.59	0.97
2008-06-14	17:00:00	0	19.11	69.05	92.97	2.79	0.88
2008-06-14	18:00:00	0	19.86	67.83	92.94	2.92	0.55
2008-06-14	19:00:00	0	20.49	64.01	92.94	2.26	0.46
2008-06-14	20:00:00	0	19.94	66.05	92.93	1.68	0.38
2008-06-14	21:00:00	0	19.10	71.34	92.92	0.98	0.12
2008-06-14	22:00:00	0	17.51	81.38	92.88	0.49	0.03
2008-06-14	23:00:00	0	16.61	83.56	92.92	0.33	0.00
2008-06-15	0:00:00	0	15.25	89.13	92.95	0.80	0.00
2008-06-15	1:00:00	0	14.70	92.28	92.93	0.75	0.00
2008-06-15	2:00:00	0	15.02	93.87	92.89	1.05	0.00
2008-06-15	3:00:00	0	14.84	93.04	92.87	0.67	0.00
2008-06-15	4:00:00	0	14.23	94.97	92.79	0.66	0.00
2008-06-15	5:00:00	0	13.93	96.23	92.74	0.94	0.00
2008-06-15	6:00:00	0	13.28	97.37	92.67	0.86	0.00
2008-06-15	7:00:00	0	12.79	98.49	92.66	0.95	0.00
2008-06-15	8:00:00	0	13.35	98.13	92.68	0.70	0.03
2008-06-15	9:00:00	0	13.40	104.02	92.73	0.64	0.10
2008-06-15	10:00:00	0	13.64	107.09	92.74	1.56	0.20
2008-06-15	11:00:00	0	14.23	103.41	92.72	1.42	0.26
2008-06-15	12:00:00	0	14.52	101.21	92.70	1.61	0.55
2008-06-15	13:00:00	0	15.36	94.17	92.67	2.83	0.60
2008-06-15	14:00:00	0	15.43	93.95	92.69	2.85	0.77
2008-06-15	15:00:00	0	17.46	80.54	92.64	2.98	0.83
2008-06-15	16:00:00	0	16.30	77.54	92.61	3.63	0.81
2008-06-15	17:00:00	0	17.43	75.68	92.56	3.53	0.74
2008-06-15	18:00:00	0	16.57	78.25	92.52	3.37	0.74
2008-06-15	19:00:00	0	15.81	79.98	92.43	3.53	0.56
2008-06-15	20:00:00	0	15.75	82.37	92.38	3.18	0.21
2008-06-15	21:00:00	0	16.13	79.06	92.42	3.94	0.10
2008-06-15	22:00:00	0	15.05	84.08	92.37	1.72	0.02
2008-06-15	23:00:00	0	13.48	97.27	92.41	0.89	0.00
2008-06-16	0:00:00	0	12.45	106.60	92.42	0.79	0.00
2008-06-16	1:00:00	0	12.25	109.25	92.38	1.06	0.00
2008-06-16	2:00:00	0	11.72	104.49	92.37	1.61	0.00
2008-06-16	3:00:00	0	11.15	98.96	92.26	1.88	0.00
2008-06-16	4:00:00	0	11.15	95.93	92.23	1.62	0.00
2008-06-16	5:00:00	0	10.39	95.42	92.19	2.21	0.00
2008-06-16	6:00:00	0	8.92	101.12	92.14	1.54	0.00
2008-06-16	7:00:00	0	7.60	105.44	92.12	1.35	0.00
2008-06-16	8:00:00	0	7.13	108.35	92.10	1.06	0.02
2008-06-16	9:00:00	0.6	10.31	100.19	92.10	1.05	0.07
2008-06-16	10:00:00	0.8	12.96	78.40	92.12	1.77	0.14
2008-06-16	11:00:00	1.6	14.31	75.13	92.10	2.35	0.20
2008-06-16	12:00:00	0	15.33	74.14	92.12	3.36	0.38
2008-06-16	13:00:00	0.2	16.61	67.48	92.14	2.88	0.31
2008-06-16	14:00:00	0.2	17.99	57.39	92.08	3.13	0.62
2008-06-16	15:00:00	0	19.34	52.65	92.06	3.82	0.85
2008-06-16	16:00:00	0	19.87	48.95	92.06	3.29	0.45
2008-06-16	17:00:00	0	20.28	45.77	92.06	3.54	0.45
2008-06-16	18:00:00	0.2	21.11	40.85	92.07	3.98	0.58
2008-06-16	19:00:00	0	21.38	41.28	92.10	3.81	0.25
2008-06-16	20:00:00	0	21.57	39.06	92.13	2.40	0.17
2008-06-16	21:00:00	0	21.42	40.83	92.14	2.29	0.15
2008-06-16	22:00:00	0	20.72	48.88	92.21	1.67	0.02
2008-06-16	23:00:00	4.6	15.75	75.83	92.36	1.11	0.00
2008-06-17	0:00:00	0	12.27	89.37	92.43	0.24	0.00
2008-06-17	1:00:00	0	10.64	97.56	92.44	0.20	0.00
2008-06-17	2:00:00	0	9.59	103.29	92.51	0.73	0.00
2008-06-17	3:00:00	0	8.72	105.06	92.57	0.61	0.00
2008-06-17	4:00:00	0	7.85	106.80	92.60	0.78	0.00
