Date	Time	RF_mm	AirT_6m	RH_6m	Pa_kPa	WS_6m	S_in
2009-06-10	19:00:00	0	27.52	30.61	91.95	4.20	0.56
2009-06-10	20:00:00	0	27.42	28.89	91.97	3.75	0.39
2009-06-10	21:00:00	0	26.91	32.62	91.97	3.57	0.18
2009-06-10	22:00:00	0	25.05	34.60	92.04	2.38	0.01
2009-06-10	23:00:00	0	20.61	50.52	92.06	0.89	0.00
2009-06-11	0:00:00	0	17.07	67.40	92.11	1.35	0.00
2009-06-11	1:00:00	0	14.72	79.22	92.15	0.65	0.00
2009-06-11	2:00:00	0	13.35	86.19	92.19	0.46	0.00
2009-06-11	3:00:00	0	12.35	92.00	92.18	0.23	0.00
2009-06-11	4:00:00	0	11.54	96.62	92.17	0.28	0.00
2009-06-11	5:00:00	0	10.63	101.24	92.19	0.26	0.00
2009-06-11	6:00:00	0	9.91	104.75	92.15	0.26	0.00
2009-06-11	7:00:00	0	9.22	106.41	92.17	0.28	0.00
2009-06-11	8:00:00	0	9.67	107.24	92.18	0.28	0.03
2009-06-11	9:00:00	0	13.75	91.59	92.24	0.40	0.09
2009-06-11	10:00:00	0	18.89	71.01	92.27	0.65	0.21
2009-06-11	11:00:00	0	22.97	52.12	92.27	1.00	0.59
2009-06-11	12:00:00	0	25.37	46.95	92.25	1.11	0.77
2009-06-11	13:00:00	0	27.40	36.55	92.22	1.17	0.90
2009-06-11	14:00:00	0	29.28	28.41	92.18	1.43	0.98
2009-06-11	15:00:00	0	30.20	25.20	92.13	1.74	1.00
2009-06-11	16:00:00	0	31.21	22.98	92.09	2.45	0.96
2009-06-11	17:00:00	0	31.79	22.23	92.05	2.27	0.86
2009-06-11	18:00:00	0	32.07	22.83	92.05	2.74	0.73
2009-06-11	19:00:00	0	32.00	23.39	92.02	2.92	0.59
2009-06-11	20:00:00	0	31.31	25.51	92.03	2.54	0.40
2009-06-11	21:00:00	0	30.75	27.26	92.01	2.21	0.19
2009-06-11	22:00:00	0	28.99	31.93	92.06	0.89	0.01
2009-06-11	23:00:00	0	24.02	46.02	92.10	0.24	0.00
2009-06-12	0:00:00	0	19.99	63.41	92.10	0.15	-0.01
2009-06-12	1:00:00	0	17.77	73.38	92.09	0.25	-0.01
2009-06-12	2:00:00	0	15.88	81.01	92.13	0.15	0.00
2009-06-12	3:00:00	0	14.77	86.36	92.10	0.24	0.00
2009-06-12	4:00:00	0	14.55	86.85	92.07	0.08	0.00
2009-06-12	5:00:00	0	13.19	95.54	92.06	0.06	0.00
2009-06-12	6:00:00	0	12.52	98.76	92.02	0.08	0.00
2009-06-12	7:00:00	0	11.74	104.51	92.05	0.14	0.00
2009-06-12	8:00:00	0	12.61	107.65	92.01	0.19	0.07
2009-06-12	9:00:00	0	17.21	93.87	92.05	0.19	0.23
2009-06-12	10:00:00	0	21.73	76.53	92.05	0.99	0.44
2009-06-12	11:00:00	0	24.79	57.35	92.05	0.96	0.62
2009-06-12	12:00:00	0	26.99	37.83	91.98	1.31	0.77
2009-06-12	13:00:00	0	28.80	28.19	91.94	1.37	0.89
2009-06-12	14:00:00	0	30.27	21.84	91.93	1.91	0.98
2009-06-12	15:00:00	0	31.81	19.88	91.83	2.29	1.00
2009-06-12	16:00:00	0	32.55	17.95	91.83	2.26	0.95
2009-06-12	17:00:00	0	33.02	17.15	91.75	2.00	0.86
2009-06-12	18:00:00	0	32.71	17.94	91.70	1.92	0.72
2009-06-12	19:00:00	0	31.89	16.55	91.70	2.85	0.57
2009-06-12	20:00:00	0	31.91	18.62	91.69	2.86	0.38
2009-06-12	21:00:00	0	30.71	21.22	91.67	1.99	0.18
2009-06-12	22:00:00	0	28.88	22.72	91.68	0.73	0.01
2009-06-12	23:00:00	0	25.56	32.44	91.70	0.30	0.00
2009-06-13	0:00:00	0	24.49	35.12	91.78	0.43	0.00
2009-06-13	1:00:00	0	23.70	42.48	91.76	0.24	0.00
2009-06-13	2:00:00	0	22.70	53.21	91.80	0.27	0.00
2009-06-13	3:00:00	0	20.34	68.67	91.81	0.24	0.00
2009-06-13	4:00:00	0	18.64	77.77	91.82	0.17	0.00
2009-06-13	5:00:00	0	18.43	78.51	91.81	0.10	0.00
2009-06-13	6:00:00	0	18.31	82.40	91.78	0.10	0.00
2009-06-13	7:00:00	0	19.29	77.74	91.82	0.00	0.00
2009-06-13	8:00:00	0	19.73	75.57	91.86	0.00	0.07
2009-06-13	9:00:00	0	20.00	75.58	91.87	0.53	0.23
2009-06-13	10:00:00	0	21.10	69.80	91.89	0.73	0.43
2009-06-13	11:00:00	0	22.25	65.69	91.88	0.79	0.61
2009-06-13	12:00:00	0	24.40	50.16	91.80	1.24	0.76
2009-06-13	13:00:00	0	20.66	70.71	91.83	1.04	0.87
2009-06-13	14:00:00	0	20.67	71.26	91.78	1.46	0.96
2009-06-13	15:00:00	0	22.36	62.54	91.71	1.62	0.97
2009-06-13	16:00:00	0	21.43	67.26	91.71	2.02	0.86
2009-06-13	17:00:00	0	21.81	64.99	91.65	2.25	0.83
2009-06-13	18:00:00	0	20.77	68.97	91.62	3.02	0.58
2009-06-13	19:00:00	0	20.97	68.85	91.58	2.82	0.52
2009-06-13	20:00:00	0	19.12	81.26	91.58	2.61	0.34
2009-06-13	21:00:00	0	18.07	90.12	91.60	1.93	0.16
2009-06-13	22:00:00	0	17.92	92.88	91.63	0.63	0.03
2009-06-13	23:00:00	0	18.02	87.55	91.64	0.63	-0.01
2009-06-14	0:00:00	0	17.84	87.13	91.73	0.69	0.00
2009-06-14	1:00:00	0	17.14	90.48	91.90	1.45	0.00
2009-06-14	2:00:00	0	15.88	98.92	91.86	0.62	0.00
2009-06-14	3:00:00	0	15.49	102.97	91.78	0.30	-0.01
2009-06-14	4:00:00	0	15.51	102.78	91.79	0.33	0.00
2009-06-14	5:00:00	0	15.26	105.01	91.78	0.23	0.00
2009-06-14	6:00:00	0	15.18	105.20	91.72	0.56	0.00
2009-06-14	7:00:00	0	13.98	108.12	91.78	1.26	0.00
2009-06-14	8:00:00	0	13.19	110.29	91.84	0.67	0.01
2009-06-14	9:00:00	0	15.74	106.26	91.85	1.86	0.06
2009-06-14	10:00:00	0	18.71	89.25	91.85	1.23	0.09
2009-06-14	11:00:00	0	20.90	76.29	91.81	0.63	0.15
2009-06-14	12:00:00	0	22.94	66.09	91.85	1.74	0.11
2009-06-14	13:00:00	0.8	23.95	62.55	91.93	1.13	0.10
2009-06-14	14:00:00	0	25.03	56.71	91.87	0.70	0.16
2009-06-14	15:00:00	0	26.32	47.27	91.88	1.01	0.10
2009-06-14	16:00:00	0	27.41	38.94	91.97	1.27	0.18
2009-06-14	17:00:00	0	27.90	34.94	91.92	3.00	0.17
2009-06-14	18:00:00	0.4	28.42	28.85	91.92	1.90	0.19
2009-06-14	19:00:00	0.2	28.15	30.72	91.99	1.03	0.07
2009-06-14	20:00:00	0.2	28.12	28.07	92.02	0.71	0.03
2009-06-14	21:00:00	0	27.35	33.78	91.88	0.25	0.03
2009-06-14	22:00:00	0	25.58	41.14	91.88	0.36	0.00
2009-06-14	23:00:00	0	22.10	52.95	91.89	1.08	0.00
2009-06-15	0:00:00	0	18.55	66.66	91.91	0.42	0.00
2009-06-15	1:00:00	0	17.08	74.46	91.82	0.18	0.00
2009-06-15	2:00:00	0	16.15	80.04	91.87	0.18	0.00
2009-06-15	3:00:00	0	16.07	81.79	91.76	0.17	0.00
2009-06-15	4:00:00	0	16.25	82.83	91.79	0.21	0.00
2009-06-15	5:00:00	0	16.46	88.49	91.79	0.23	0.00
2009-06-15	6:00:00	0	16.17	93.05	91.71	0.13	0.00
2009-06-15	7:00:00	0	15.09	96.99	91.71	0.08	0.00
2009-06-15	8:00:00	0	14.68	99.29	91.68	0.12	0.06
2009-06-15	9:00:00	0	15.25	94.71	91.73	0.82	0.22
2009-06-15	10:00:00	0	16.30	88.76	91.80	1.05	0.42
2009-06-15	11:00:00	0	18.60	79.00	91.84	0.78	0.60
2009-06-15	12:00:00	0	20.53	70.97	91.85	1.46	0.75
2009-06-15	13:00:00	0	20.63	71.93	91.84	2.03	0.88
2009-06-15	14:00:00	0	20.72	73.65	91.83	1.85	0.96
2009-06-15	15:00:00	0	20.87	74.43	91.84	2.01	1.02
2009-06-15	16:00:00	0	20.69	78.01	91.75	2.57	0.92
2009-06-15	17:00:00	0	21.03	75.43	91.76	2.56	0.81
2009-06-15	18:00:00	0	21.43	72.65	91.71	2.46	0.64
2009-06-15	19:00:00	0	21.81	69.71	91.71	3.11	0.51
2009-06-15	20:00:00	0	22.01	68.97	91.71	2.64	0.34
2009-06-15	21:00:00	0	22.18	68.14	91.68	2.10	0.10
2009-06-15	22:00:00	0	21.65	70.27	91.75	0.47	0.01
2009-06-15	23:00:00	0	19.29	80.43	91.76	0.22	0.00
2009-06-16	0:00:00	0	16.94	94.18	91.80	0.12	0.00
2009-06-16	1:00:00	0	14.96	103.06	91.80	0.19	0.00
2009-06-16	2:00:00	0	13.69	107.12	91.80	0.08	0.00
2009-06-16	3:00:00	0	12.75	108.54	91.76	0.27	0.00
2009-06-16	4:00:00	0	12.54	109.88	91.76	0.32	0.00
2009-06-16	5:00:00	0	12.51	110.49	91.79	1.19	0.00
2009-06-16	6:00:00	0	12.67	110.91	91.78	2.16	0.00
2009-06-16	7:00:00	0	12.64	111.14	91.80	1.57	0.00
2009-06-16	8:00:00	0	12.72	111.29	91.78	1.42	0.05
2009-06-16	9:00:00	0	14.23	111.76	91.81	2.12	0.18
2009-06-16	10:00:00	0	15.95	112.64	91.80	2.26	0.33
2009-06-16	11:00:00	0	19.73	93.17	91.77	2.33	0.59
2009-06-16	12:00:00	0	23.05	69.23	91.80	2.13	0.18
2009-06-16	13:00:00	0	25.10	57.80	91.92	2.18	0.12
2009-06-16	14:00:00	0	26.22	51.72	91.89	1.40	0.18
2009-06-16	15:00:00	0	27.72	40.55	91.86	0.98	0.20
2009-06-16	16:00:00	0.2	28.55	34.45	91.81	1.16	0.18
2009-06-16	17:00:00	0	29.41	33.06	91.75	1.23	0.16
2009-06-16	18:00:00	0	29.79	31.33	91.74	0.93	0.18
2009-06-16	19:00:00	0	30.10	30.76	91.76	0.88	0.19
2009-06-16	20:00:00	0	30.01	29.71	91.76	0.59	0.15
2009-06-16	21:00:00	0	29.58	31.83	91.76	1.03	0.09
2009-06-16	22:00:00	0	28.28	36.28	91.80	0.22	0.01
2009-06-16	23:00:00	0	23.41	51.79	91.83	0.17	0.00
2009-06-17	0:00:00	0	20.11	66.05	91.88	0.09	0.00
2009-06-17	1:00:00	0	18.93	69.07	91.88	0.11	0.00
2009-06-17	2:00:00	0	17.80	72.89	91.92	0.21	0.00
2009-06-17	3:00:00	0	15.52	82.02	91.89	0.09	0.00
2009-06-17	4:00:00	0	14.22	87.56	91.88	0.18	0.00
2009-06-17	5:00:00	0	13.40	93.07	91.85	0.07	0.00
2009-06-17	6:00:00	0	12.41	96.34	91.84	0.03	0.00
2009-06-17	7:00:00	0	11.74	98.73	91.88	0.17	0.00
2009-06-17	8:00:00	0	12.30	99.74	91.90	0.19	0.04
2009-06-17	9:00:00	0	16.43	87.48	91.89	0.34	0.13
2009-06-17	10:00:00	0	21.28	71.75	91.97	0.46	0.35
2009-06-17	11:00:00	0	24.49	58.99	91.97	1.30	0.59
2009-06-17	12:00:00	0	27.74	45.21	91.99	0.84	0.74
2009-06-17	13:00:00	0	29.89	33.45	92.02	1.40	0.90
2009-06-17	14:00:00	0	31.57	28.63	92.00	1.34	0.88
2009-06-17	15:00:00	0	32.15	26.89	91.99	1.58	0.94
2009-06-17	16:00:00	0	32.90	24.68	91.96	1.74	0.88
2009-06-17	17:00:00	0	30.82	31.44	91.94	1.72	0.77
2009-06-17	18:00:00	0	29.15	36.13	91.88	1.82	0.74
2009-06-17	19:00:00	0	27.06	38.57	91.88	2.15	0.57
2009-06-17	20:00:00	0	22.92	67.48	91.84	1.86	0.38
2009-06-17	21:00:00	0	21.03	78.62	91.87	1.27	0.18
2009-06-17	22:00:00	0	21.14	72.91	91.88	0.28	0.02
2009-06-17	23:00:00	0	20.05	79.59	91.94	0.18	0.00
2009-06-18	0:00:00	0	18.43	87.79	92.00	0.23	0.00
2009-06-18	1:00:00	0	17.61	90.65	92.01	0.35	0.00
2009-06-18	2:00:00	0	16.98	92.01	92.00	0.14	0.00
2009-06-18	3:00:00	0	17.34	92.79	92.01	0.09	0.00
2009-06-18	4:00:00	0	16.72	95.84	91.98	0.18	0.00
2009-06-18	5:00:00	0	15.60	102.68	92.00	0.07	0.00
2009-06-18	6:00:00	0	14.95	105.59	91.96	0.19	0.00
2009-06-18	7:00:00	0	14.83	106.72	92.02	0.20	0.00
2009-06-18	8:00:00	0	14.89	106.65	92.00	0.13	0.07
2009-06-18	9:00:00	0	17.39	99.92	92.01	0.35	0.21
2009-06-18	10:00:00	0	20.33	83.87	92.03	0.77	0.39
2009-06-18	11:00:00	0	24.91	58.40	92.03	1.34	0.60
2009-06-18	12:00:00	0	27.57	45.09	92.01	1.15	0.73
2009-06-18	13:00:00	0	29.36	33.89	91.97	1.15	0.85
2009-06-18	14:00:00	0	30.60	29.02	91.95	1.63	0.92
2009-06-18	15:00:00	0	31.31	26.99	91.89	2.12	0.95
2009-06-18	16:00:00	0	31.54	25.78	91.83	2.09	0.78
2009-06-18	17:00:00	0	31.93	22.77	91.84	2.88	0.29
2009-06-18	18:00:00	0	32.30	22.57	91.83	3.31	0.16
2009-06-18	19:00:00	0	32.38	24.01	91.83	2.25	0.04
2009-06-18	20:00:00	0.4	32.05	23.39	92.02	3.24	0.00
2009-06-18	21:00:00	0.2	31.18	19.41	92.00	2.13	0.01
2009-06-18	22:00:00	0	29.44	20.24	92.04	0.75	0.01
2009-06-18	23:00:00	0	26.48	23.43	92.03	0.53	0.00
2009-06-19	0:00:00	0	22.96	48.38	92.02	0.49	0.00
2009-06-19	1:00:00	0	19.28	69.21	91.99	0.31	0.00
2009-06-19	2:00:00	0	17.50	75.37	92.03	0.22	0.00
2009-06-19	3:00:00	0	16.19	80.61	92.05	0.64	0.00
2009-06-19	4:00:00	0	15.30	84.86	92.03	0.11	0.00
2009-06-19	5:00:00	0	14.31	87.22	92.00	0.08	0.00
2009-06-19	6:00:00	0	13.52	89.62	91.94	0.20	0.00
2009-06-19	7:00:00	0	13.01	90.00	91.93	0.21	0.00
2009-06-19	8:00:00	0	13.14	87.42	91.97	0.30	0.05
2009-06-19	9:00:00	0	14.31	82.51	92.01	0.93	0.18
2009-06-19	10:00:00	0	15.71	78.01	92.06	1.02	0.39
2009-06-19	11:00:00	0	17.26	72.75	92.06	0.58	0.59
2009-06-19	12:00:00	0	19.13	65.26	92.06	0.95	0.73
2009-06-19	13:00:00	0	21.18	56.19	92.00	1.66	0.86
2009-06-19	14:00:00	0	23.25	49.40	92.00	2.11	0.94
2009-06-19	15:00:00	0	25.10	42.98	91.90	2.42	0.97
2009-06-19	16:00:00	0	26.59	38.19	91.86	2.97	0.94
2009-06-19	17:00:00	0	27.68	34.13	91.87	3.82	0.85
2009-06-19	18:00:00	0	28.56	28.60	91.81	3.11	0.72
2009-06-19	19:00:00	0	28.75	26.63	91.77	3.42	0.57
2009-06-19	20:00:00	0	28.27	21.44	91.72	3.74	0.38
2009-06-19	21:00:00	0	27.30	15.60	91.77	3.96	0.19
2009-06-19	22:00:00	0	25.30	19.03	91.78	3.01	0.02
2009-06-19	23:00:00	0	22.67	23.79	91.81	1.84	0.00
2009-06-20	0:00:00	0	20.64	29.12	91.99	3.11	0.00
2009-06-20	1:00:00	0	18.59	37.00	92.03	2.03	0.00
2009-06-20	2:00:00	0	16.43	51.11	92.09	1.50	0.00
2009-06-20	3:00:00	0	14.40	62.51	92.07	1.37	0.00
2009-06-20	4:00:00	0	12.82	67.77	92.06	1.79	0.00
2009-06-20	5:00:00	0	11.31	71.99	92.03	1.33	0.00
2009-06-20	6:00:00	0	9.18	80.94	92.02	1.48	0.00
2009-06-20	7:00:00	0	8.32	84.31	92.06	1.29	0.00
2009-06-20	8:00:00	0	9.02	80.63	92.06	1.79	0.07
2009-06-20	9:00:00	0	11.28	67.88	92.06	2.78	0.23
2009-06-20	10:00:00	0	14.21	51.24	92.12	3.16	0.43
2009-06-20	11:00:00	0	17.01	34.92	92.10	2.95	0.61
2009-06-20	12:00:00	0	19.13	27.44	92.05	3.19	0.77
2009-06-20	13:00:00	0	21.03	22.58	92.09	3.40	0.90
2009-06-20	14:00:00	0	22.97	19.82	92.06	3.27	0.97
2009-06-20	15:00:00	0	24.90	14.67	92.04	2.81	1.00
2009-06-20	16:00:00	0	26.29	12.64	91.99	2.61	0.96
2009-06-20	17:00:00	0	27.58	11.15	91.98	2.67	0.87
2009-06-20	18:00:00	0	28.44	9.86	91.92	2.80	0.73
2009-06-20	19:00:00	0	28.88	9.79	91.91	2.91	0.58
2009-06-20	20:00:00	0	28.96	10.62	91.90	3.90	0.40
2009-06-20	21:00:00	0	28.48	11.33	91.96	3.62	0.20
2009-06-20	22:00:00	0	26.82	14.05	92.00	3.06	0.02
2009-06-20	23:00:00	0	23.07	19.12	92.06	2.45	0.00
2009-06-21	0:00:00	0	18.16	32.05	92.18	2.57	0.00
2009-06-21	1:00:00	0	15.71	41.12	92.21	2.12	0.00
2009-06-21	2:00:00	0	13.20	54.59	92.27	1.82	0.00
2009-06-21	3:00:00	0	11.70	61.35	92.24	1.13	0.00
2009-06-21	4:00:00	0	10.00	68.04	92.21	1.18	0.00
2009-06-21	5:00:00	0	9.03	72.22	92.17	0.58	0.00
2009-06-21	6:00:00	0	7.63	78.49	92.19	0.27	0.00
2009-06-21	7:00:00	0	6.72	83.55	92.15	0.61	0.00
2009-06-21	8:00:00	0	8.68	80.65	92.18	1.51	0.08
2009-06-21	9:00:00	0	14.51	59.35	92.20	2.35	0.25
2009-06-21	10:00:00	0	17.14	42.93	92.16	3.18	0.45
2009-06-21	11:00:00	0	19.83	32.72	92.13	3.76	0.64
2009-06-21	12:00:00	0	22.74	26.67	92.13	3.76	0.80
2009-06-21	13:00:00	0	25.55	22.49	92.12	3.80	0.92
2009-06-21	14:00:00	0	27.52	19.27	92.08	3.53	1.00
2009-06-21	15:00:00	0	29.07	18.08	92.05	3.46	1.03
2009-06-21	16:00:00	0	30.36	17.24	91.95	3.15	0.99
2009-06-21	17:00:00	0	31.48	16.53	91.94	2.77	0.89
2009-06-21	18:00:00	0	32.02	16.58	91.87	2.66	0.76
2009-06-21	19:00:00	0	32.08	16.37	91.83	2.41	0.60
2009-06-21	20:00:00	0	31.31	17.81	91.79	2.16	0.41
2009-06-21	21:00:00	0	31.24	17.96	91.79	1.91	0.20
2009-06-21	22:00:00	0	28.93	22.61	91.82	1.18	0.01
2009-06-21	23:00:00	0	26.25	35.65	91.87	0.66	-0.01
2009-06-22	0:00:00	0	24.56	55.55	91.88	0.20	-0.01
2009-06-22	1:00:00	0	22.13	65.83	91.92	0.21	0.00
2009-06-22	2:00:00	0	20.15	73.32	91.97	0.16	0.00
2009-06-22	3:00:00	0	18.16	79.59	91.97	0.09	0.00
2009-06-22	4:00:00	0	16.26	88.69	91.92	0.32	0.00
2009-06-22	5:00:00	0	14.94	96.60	91.85	0.25	0.00
2009-06-22	6:00:00	0	12.99	103.07	91.94	0.19	0.00
2009-06-22	7:00:00	0	11.13	107.06	91.92	0.12	0.00
2009-06-22	8:00:00	0	10.46	109.48	91.91	0.25	0.11
2009-06-22	9:00:00	0	11.51	110.93	91.90	1.69	0.19
2009-06-22	10:00:00	0	14.53	105.55	91.95	1.82	0.35
2009-06-22	11:00:00	0	18.26	81.37	91.95	1.97	0.62
2009-06-22	12:00:00	0	21.38	65.97	91.92	2.16	0.77
2009-06-22	13:00:00	0	24.31	48.61	91.85	2.15	0.89
2009-06-22	14:00:00	0	26.17	32.72	91.84	2.11	0.97
2009-06-22	15:00:00	0	27.10	26.34	91.80	1.70	0.99
2009-06-22	16:00:00	0	27.57	26.93	91.73	1.62	0.95
2009-06-22	17:00:00	0	27.68	25.18	91.72	1.66	0.87
2009-06-22	18:00:00	0	27.78	23.38	91.63	1.87	0.74
2009-06-22	19:00:00	0	27.53	28.02	91.58	2.38	0.43
2009-06-22	20:00:00	0	26.92	28.98	91.55	2.21	0.32
2009-06-22	21:00:00	0	26.67	31.73	91.55	1.53	0.17
2009-06-22	22:00:00	0	24.37	43.31	91.57	0.34	0.02
2009-06-22	23:00:00	0	22.06	50.56	91.62	1.92	0.00
2009-06-23	0:00:00	0	19.80	60.69	91.67	1.15	0.00
2009-06-23	1:00:00	0	17.87	66.82	91.72	0.77	0.00
2009-06-23	2:00:00	0	16.32	72.14	91.73	0.97	0.00
2009-06-23	3:00:00	0	14.53	80.19	91.73	1.13	0.00
2009-06-23	4:00:00	0	12.96	87.81	91.73	0.88	0.00
2009-06-23	5:00:00	0	12.40	92.25	91.71	0.62	0.00
2009-06-23	6:00:00	0	11.44	98.20	91.70	0.13	0.00
2009-06-23	7:00:00	0	11.12	100.66	91.70	0.18	0.00
2009-06-23	8:00:00	0	10.91	103.23	91.67	0.34	0.04
2009-06-23	9:00:00	0	13.22	94.85	91.66	0.54	0.12
2009-06-23	10:00:00	0	15.73	83.04	91.68	0.93	0.42
2009-06-23	11:00:00	0	17.30	75.84	91.65	0.95	0.58
2009-06-23	12:00:00	0	18.84	66.46	91.59	1.10	0.71
2009-06-23	13:00:00	0	20.30	58.19	91.55	1.27	0.83
2009-06-23	14:00:00	0	21.82	49.25	91.53	2.14	0.93
2009-06-23	15:00:00	0	23.15	42.55	91.51	2.66	0.95
2009-06-23	16:00:00	0	24.05	38.28	91.44	2.54	0.77
2009-06-23	17:00:00	0	24.66	35.71	91.43	3.50	0.81
2009-06-23	18:00:00	0	24.91	35.19	91.41	3.79	0.71
2009-06-23	19:00:00	0	24.85	36.74	91.36	3.40	0.48
2009-06-23	20:00:00	0	24.50	38.82	91.31	3.61	0.29
2009-06-23	21:00:00	0	23.50	41.85	91.33	3.61	0.19
2009-06-23	22:00:00	0	21.66	49.47	91.37	3.69	0.02
2009-06-23	23:00:00	0	19.59	56.08	91.41	2.51	-0.01
2009-06-24	0:00:00	0	17.74	63.17	91.44	1.40	-0.01
2009-06-24	1:00:00	0	16.12	70.26	91.43	0.82	-0.01
2009-06-24	2:00:00	0	14.52	77.27	91.40	0.82	0.00
2009-06-24	3:00:00	0	13.01	84.59	91.41	0.45	0.00
2009-06-24	4:00:00	0	11.83	91.12	91.36	0.74	0.00
2009-06-24	5:00:00	0	12.32	91.65	91.37	0.72	0.00
2009-06-24	6:00:00	0	12.92	90.04	91.32	0.79	0.00
2009-06-24	7:00:00	0	13.36	88.29	91.31	0.83	0.00
2009-06-24	8:00:00	0	13.85	84.57	91.30	0.67	0.06
2009-06-24	9:00:00	0	14.43	81.72	91.33	0.91	0.23
2009-06-24	10:00:00	0	15.89	71.42	91.35	2.71	0.42
2009-06-24	11:00:00	0	16.58	65.76	91.37	2.27	0.61
2009-06-24	12:00:00	0	17.20	63.77	91.33	2.53	0.77
2009-06-24	13:00:00	0	18.25	61.20	91.32	2.63	0.89
2009-06-24	14:00:00	0	18.89	60.25	91.31	2.70	0.96
2009-06-24	15:00:00	0	20.17	55.24	91.28	2.89	0.99
2009-06-24	16:00:00	0	21.17	48.97	91.23	3.50	0.96
2009-06-24	17:00:00	0	21.30	48.34	91.20	3.37	0.86
2009-06-24	18:00:00	0	21.40	47.03	91.14	3.40	0.74
2009-06-24	19:00:00	0	21.22	45.66	91.11	3.74	0.57
2009-06-24	20:00:00	0	21.10	42.83	91.10	4.00	0.39
2009-06-24	21:00:00	0	20.61	43.05	91.12	4.23	0.19
2009-06-24	22:00:00	0	18.96	56.14	91.14	4.19	0.02
2009-06-24	23:00:00	0	17.15	62.53	91.22	3.16	-0.01
2009-06-25	0:00:00	0	15.73	68.14	91.29	3.14	0.00
2009-06-25	1:00:00	0	14.49	75.08	91.34	1.78	0.00
2009-06-25	2:00:00	0	12.94	81.52	91.35	0.30	0.00
2009-06-25	3:00:00	0	10.76	90.23	91.31	0.40	0.00
2009-06-25	4:00:00	0	9.35	95.41	91.31	0.39	0.00
2009-06-25	5:00:00	0	8.02	99.36	91.28	0.45	0.00
2009-06-25	6:00:00	0	6.94	104.22	91.26	0.53	0.00
2009-06-25	7:00:00	0	6.06	105.97	91.26	0.47	0.00
2009-06-25	8:00:00	0	6.14	107.64	91.26	1.06	0.02
2009-06-25	9:00:00	0	10.11	100.75	91.32	1.83	0.12
2009-06-25	10:00:00	0	13.74	80.82	91.29	1.60	0.24
2009-06-25	11:00:00	0	15.14	68.52	91.32	2.08	0.26
2009-06-25	12:00:00	0	16.66	57.61	91.37	1.81	0.40
2009-06-25	13:00:00	0	17.67	50.88	91.35	2.03	0.43
2009-06-25	14:00:00	0	18.93	44.21	91.35	2.34	0.56
2009-06-25	15:00:00	0	19.93	38.92	91.33	2.81	0.82
2009-06-25	16:00:00	0	20.23	37.45	91.23	3.32	0.82
2009-06-25	17:00:00	0	21.88	32.86	91.22	3.85	0.65
2009-06-25	18:00:00	0	22.40	31.13	91.21	3.67	0.61
2009-06-25	19:00:00	0	22.17	30.58	91.20	4.40	0.41
2009-06-25	20:00:00	0	22.44	28.94	91.23	3.91	0.36
2009-06-25	21:00:00	0	22.08	28.81	91.28	4.29	0.20
2009-06-25	22:00:00	0	20.86	32.24	91.30	4.22	0.02
2009-06-25	23:00:00	0	17.89	42.88	91.36	3.25	0.00
2009-06-26	0:00:00	0	13.84	55.28	91.45	2.17	0.00
2009-06-26	1:00:00	0	15.32	59.68	91.51	0.84	0.00
2009-06-26	2:00:00	0	13.96	71.99	91.54	0.50	0.00
2009-06-26	3:00:00	0	13.38	79.15	91.53	0.37	0.00
2009-06-26	4:00:00	0	10.74	86.67	91.55	0.39	0.00
2009-06-26	5:00:00	0	9.37	92.20	91.50	0.18	-0.01
2009-06-26	6:00:00	0	7.76	98.19	91.52	0.16	0.00
2009-06-26	7:00:00	0	6.69	102.58	91.51	0.15	0.00
2009-06-26	8:00:00	0	6.70	103.55	91.54	0.05	0.07
2009-06-26	9:00:00	0	10.97	88.98	91.57	0.50	0.24
2009-06-26	10:00:00	0	15.58	75.55	91.58	1.16	0.36
2009-06-26	11:00:00	0	18.30	64.03	91.59	1.67	0.55
2009-06-26	12:00:00	0	20.53	44.91	91.55	1.50	0.78
2009-06-26	13:00:00	0	22.51	37.04	91.57	2.00	0.73
2009-06-26	14:00:00	0	23.67	32.89	91.55	1.80	1.00
2009-06-26	15:00:00	0	24.68	29.64	91.52	2.15	0.77
2009-06-26	16:00:00	0	25.72	27.14	91.46	2.04	0.66
2009-06-26	17:00:00	0	25.96	25.92	91.48	2.30	0.92
2009-06-26	18:00:00	0	26.34	24.84	91.46	2.19	0.70
2009-06-26	19:00:00	0	26.25	24.47	91.41	2.51	0.60
2009-06-26	20:00:00	0	26.17	25.99	91.44	1.79	0.40
2009-06-26	21:00:00	0	25.06	27.41	91.40	1.78	0.20
2009-06-26	22:00:00	0	23.44	26.35	91.45	1.39	0.01
2009-06-26	23:00:00	0	21.11	31.39	91.48	0.35	-0.01
2009-06-27	0:00:00	0	18.89	43.49	91.51	0.50	0.00
2009-06-27	1:00:00	0	16.07	57.14	91.55	0.72	0.00
2009-06-27	2:00:00	0	13.91	67.63	91.58	0.30	0.00
2009-06-27	3:00:00	0	13.13	73.51	91.59	0.35	0.00
2009-06-27	4:00:00	0	13.21	78.67	91.54	0.15	0.00
2009-06-27	5:00:00	0	13.03	81.43	91.50	0.06	-0.01
2009-06-27	6:00:00	0	10.75	89.97	91.48	0.09	-0.01
2009-06-27	7:00:00	0	10.35	94.55	91.50	0.19	0.00
