Date,P,PET,Pe,ETa,S,SUST,Qs,Rp,R,h,hmeas,Smeas
2003-08-17,0.0,5.4,0.0,0.108809005938,0.274723781587,0.0,0.0,0.0,0.114329146517,222.247750707,,
2003-08-18,0.0,6.6,0.0,0.12990399363,0.274589859944,0.0,0.0,0.0,0.109813987158,222.241724082,,
2003-08-19,0.0,6.9,0.0,0.131958473379,0.27445382028,0.0,0.0,0.0,0.105444866993,222.235579321,,
2003-08-20,0.0,7.2,0.0,0.133614608411,0.274316073261,0.0,0.0,0.0,0.101219053099,222.22932065,,
2003-08-21,0.0,6.9,0.0,0.124087106265,0.27418814841,0.0,0.0,0.0,0.0971337285601,222.22295221,,
2003-08-22,0.0,6.4,0.0,0.111683957588,0.274073010309,0.0,0.0,0.0,0.0931860045937,222.216478054,,
2003-08-23,0.0,6.7,0.0,0.113704871125,0.273955788792,0.0,0.0,0.0,0.0893729319933,222.209902146,,
2003-08-24,0.0,5.9,0.0,0.0972464744781,0.273855534695,0.0,0.0,0.0,0.0856915119022,222.203228361,,
2003-08-25,0.0,5.4,0.0,0.0867495306359,0.273766102189,0.0,0.0,0.0,0.0821387059333,222.196460483,,
2003-08-26,0.0,5.9,0.0,0.0925833454825,0.273670655441,0.0,0.0,0.0,0.0787114456537,222.189602204,,
2003-08-27,0.0,2.8,0.0,0.0428243134806,0.273626506664,0.0,0.0,0.0,0.0754066414528,222.182657121,,
2003-08-28,0.0,3.4,0.0,0.0513755110792,0.27357354222,0.0,0.0,0.0,0.0722211908131,222.175628742,,
2003-08-29,1.4,4.5,0.0,0.067003916625,0.273504466017,0.0,0.0,0.0,0.0691519860038,222.168520481,,
2003-08-30,2.4,5.5,0.0,0.080310679563,0.273421671502,0.0,0.0,0.0,0.0661959212188,222.16133566,,
2003-08-31,0.0,5.0,0.0,0.0712848229642,0.273348181994,0.0,0.0,0.0,0.0633498991799,222.154077506,,
2003-09-01,0.0,5.0,0.0,0.0697537915432,0.273276270869,0.0,0.0,0.0,0.0606108372257,222.146749158,,
2003-09-02,0.0,5.4,0.0,0.0737160945473,0.273200274895,0.0,0.0,0.0,0.0579756729094,222.139353662,,
2003-09-03,0.0,4.9,0.0,0.0653389457731,0.273132915157,0.0,0.0,0.0,0.0554413691258,222.131893975,,
2003-09-04,0.0,4.7,0.0,0.0613529218265,0.273069664722,0.0,0.0,0.0,0.053004918789,222.124372964,,
2003-09-05,0.0,5.5,0.0,0.0703464832177,0.272997142575,0.0,0.0,0.0,0.0506633490832,222.116793407,,
2003-09-06,0.0,5.7,0.0,0.0711821361462,0.272923758929,0.0,0.0,0.0,0.0484137253063,222.109157997,,
2003-09-07,0.0,6.0,0.0,0.0730939732267,0.272848404317,0.0,0.0,0.0,0.0462531543273,222.10146934,,
2003-09-08,0.0,5.7,0.0,0.0676496025405,0.272778662459,0.0,0.0,0.0,0.0441787876792,222.093729958,,
2003-09-09,0.0,6.2,0.0,0.0717821135294,0.27270466028,0.0,0.0,0.0,0.0421878243051,222.085942292,,
2003-09-10,0.0,6.6,0.0,0.0743781577085,0.272627981767,0.0,0.0,0.0,0.0402775129787,222.078108697,,
2003-09-11,0.0,7.2,0.0,0.0788394530162,0.272546703981,0.0,0.0,0.0,0.0384451544176,222.070231454,,
2003-09-12,0.0,8.5,0.0,0.0901957659793,0.272453718655,0.0,0.0,0.0,0.036688103107,222.062312762,,
2003-09-13,0.0,6.7,0.0,0.0684996457809,0.272383100463,0.0,0.0,0.0,0.0350037688536,222.054354744,,
2003-09-14,0.0,6.2,0.0,0.0615634286356,0.272319633011,0.0,0.0,0.0,0.0333896180842,222.04635945,,
2003-09-15,0.0,6.3,0.0,0.0608903665417,0.272256859437,0.0,0.0,0.0,0.0318431749083,222.038328856,,
2003-09-16,0.0,5.6,0.0,0.0526600535383,0.272202570722,0.0,0.0,0.0,0.0303620219588,222.030264866,,
2003-09-17,0.0,6.0,0.0,0.0550642680592,0.272145803436,0.0,0.0,0.0,0.0289438010275,222.022169315,,
2003-09-18,0.0,5.7,0.0,0.0509628315981,0.272093264434,0.0,0.0,0.0,0.0275862135091,222.014043971,,
2003-09-19,0.0,5.8,0.0,0.0505872238232,0.272041112657,0.0,0.0,0.0,0.0262870206684,222.005890535,,
2003-09-20,0.0,5.3,0.0,0.0450745711738,0.271994644027,0.0,0.0,0.0,0.0250440437446,221.997710645,,
2003-09-21,0.0,4.9,0.0,0.0407239822148,0.27195266054,0.0,0.0,0.0,0.0238551639044,221.989505876,,
2003-09-22,0.4,4.2,0.0,0.0341715594505,0.271917432128,0.0,0.0,0.0,0.022718322058,221.981277743,,
2003-09-23,0.0,4.8,0.0,0.0383486425645,0.271877897445,0.0,0.0,0.0,0.0216315185474,221.9730277,,
2003-09-24,0.0,3.8,0.0,0.0297333762152,0.27184724448,0.0,0.0,0.0,0.0205928127204,221.964757146,,
2003-09-25,0.0,4.1,0.0,0.0315570932,0.271814711394,0.0,0.0,0.0,0.0196003223991,221.956467425,,
2003-09-26,0.0,4.3,0.0,0.0325135791465,0.27178119224,0.0,0.0,0.0,0.0186522232537,221.948159826,,
2003-09-27,0.0,5.1,0.0,0.0378503351099,0.271742171276,0.0,0.0,0.0,0.0177467480909,221.939835588,,
2003-09-28,0.0,4.2,0.0,0.0304879973376,0.271710740351,0.0,0.0,0.0,0.0168821860656,221.931495896,,
2003-09-29,7.5,2.9,4.5,0.076728146943,0.276270814427,0.0,0.0,0.0,0.0160568818241,221.923141891,,
2003-09-30,22.0,1.3,19.0,0.140066567835,0.295714044769,0.0,0.0,0.0,0.0152692345871,221.914774664,,
2003-10-01,8.3,2.3,5.3,0.298788805326,0.300869932599,0.0,0.0,0.0,0.0145176971797,221.906395261,,
2003-10-02,16.8,3.5,13.8,0.657660743868,0.314418735955,0.0,0.0,0.0,0.0138007750149,221.898004685,222.18,
2003-10-03,3.5,2.4,0.5,0.44934199873,0.314470960699,0.0,0.0,0.0,0.0131170250374,221.889603897,,
2003-10-04,0.0,3.7,0.0,0.685593977444,0.313764162784,0.0,0.0,0.0,0.0124650546342,221.881193815,,
2003-10-05,0.0,3.9,0.0,0.711167645243,0.313031000263,0.0,0.0,0.0,0.0118435205161,221.872775319,,
2003-10-06,0.0,4.4,0.0,0.788901671494,0.312217699571,0.0,0.0,0.0,0.011251127577,221.864349252,,
2003-10-07,0.0,4.1,0.0,0.721219034339,0.311474174793,0.0,0.0,0.0,0.0106866277353,221.855916418,,
2003-10-08,0.0,3.9,0.0,0.673955340392,0.310779375473,0.0,0.0,0.0,0.0101488187606,221.847477588,,
2003-10-09,0.0,4.1,0.0,0.696647664337,0.310061182005,0.0,0.0,0.0,0.00963654309198,221.839033498,,
2003-10-10,0.0,3.5,0.0,0.584225570906,0.309458887602,0.0,0.0,0.0,0.00914868665024,221.830584852,,
2003-10-11,0.4,2.5,0.0,0.411030079188,0.309035145252,0.0,0.0,0.0,0.00868417764753,221.822132322,,
2003-10-12,3.2,2.6,0.2,0.42511441721,0.308803068534,0.0,0.0,0.0,0.00824198539847,221.813676549,,
2003-10-13,0.0,2.2,0.0,0.355694794891,0.308436372869,0.0,0.0,0.0,0.00782111913496,221.805218147,,
2003-10-14,0.0,2.9,0.0,0.464439505497,0.307957569255,0.0,0.0,0.0,0.00742062682753,221.7967577,,
2003-10-15,4.0,2.4,1.0,0.389884970899,0.308586553821,0.0,0.0,0.0,0.00703959401575,221.788295767,,
2003-10-16,0.1,2.1,0.0,0.337632345933,0.308238479237,0.0,0.0,0.0,0.00667714264969,221.779832881,,
2003-10-17,0.1,2.5,0.0,0.398317492057,0.307827842648,0.0,0.0,0.0,0.00633242994465,221.771369549,,
2003-10-18,4.3,1.4,1.3,0.228480284861,0.308932502148,0.0,0.0,0.0,0.00600464725055,221.762906255,,
2003-10-19,12.1,2.0,9.1,0.402616212057,0.317898877187,0.0,0.0,0.0,0.00569301893797,221.754443461,,
2003-10-20,0.1,2.2,0.0,0.439073040881,0.317446224568,0.0,0.0,0.0,0.00539680130182,221.745981607,,
2003-10-21,0.0,1.9,0.0,0.375615944493,0.317058991635,0.0,0.0,0.0,0.00511528148415,221.737521112,,
2003-10-22,0.1,2.7,0.0,0.529413655894,0.316513204361,0.0,0.0,0.0,0.00484777641705,221.729062374,,
2003-10-23,0.0,2.7,0.0,0.52327354906,0.315973747094,0.0,0.0,0.0,0.00459363178644,221.720605774,,
2003-10-24,0.0,2.6,0.0,0.49804892685,0.315460294592,0.0,0.0,0.0,0.00435222101772,221.712151672,,
2003-10-25,65.7,1.3,62.7,0.596372128352,0.379385183373,0.0,0.0,0.0964857541784,0.00412294428382,221.703700413,,
2003-10-26,0.0,2.5,0.0,1.13942899347,0.378210514307,0.0,0.0,0.0,0.00390524752574,221.695252324,,
2003-10-27,7.8,2.5,4.8,1.17873924912,0.378784804898,0.0,0.0,3.06419887818,0.00369863227047,221.686807719,,
2003-10-28,2.4,2.4,0.0,1.08784804898,0.377663312064,0.0,0.0,0.0,0.00350329355975,221.678366916,,
2003-10-29,0.2,2.1,0.0,0.942053980558,0.376692122393,0.0,0.0,0.0,0.003320460137,221.669930267,,
2003-10-30,4.1,1.2,1.1,0.539130715058,0.377270338151,0.0,0.0,0.0,0.00315251732976,221.661498194,,
2003-10-31,32.2,1.7,29.2,0.973061802451,0.378996843503,0.0,0.0,26.5522280063,0.00300297653679,221.653071218,,
2003-11-01,0.0,2.0,0.0,0.908307029189,0.378060444503,0.0,0.0,0.0,0.00288184255448,221.644650144,,
2003-11-02,0.0,1.4,0.0,0.630352592937,0.37741059647,0.0,0.0,0.0,0.00280837783671,221.636236328,,
2003-11-03,0.0,1.2,0.0,0.537052982348,0.376856933601,0.0,0.0,0.0,0.00281197704842,221.627831963,,
2003-11-04,0.0,1.6,0.0,0.712379557341,0.376122521686,0.0,0.0,0.0,0.00293171757797,221.619440357,,
2003-11-05,0.0,2.1,0.0,0.928572064755,0.375165230898,0.0,0.0,0.0,0.00321502968868,221.61106617,,
2003-11-06,0.0,2.6,0.0,1.13929000139,0.373990705123,0.0,0.0,0.0,0.00371582974407,221.602715597,,
2003-11-07,0.0,1.9,0.0,0.823259748893,0.373141983733,0.0,0.0,0.0,0.00449237802465,221.594396489,,
2003-11-08,0.2,1.5,0.0,0.644637398329,0.372477409095,0.0,0.0,0.0,0.00560505614587,221.586118415,,
2003-11-09,9.1,1.1,6.1,0.498511149075,0.378252139869,0.0,0.0,0.0,0.00711420548642,221.577892657,,
2003-11-10,0.3,1.3,0.0,0.586365757626,0.377647639088,0.0,0.0,0.0,0.0090781252101,221.569732152,,
2003-11-11,0.2,1.5,0.0,0.672797744302,0.376954033166,0.0,0.0,0.0,0.0115512945961,221.561651375,,
2003-11-12,0.1,1.3,0.0,0.579334346318,0.376356781263,0.0,0.0,0.0,0.0145828579356,221.553666193,,
2003-11-13,0.0,0.9,0.0,0.398837929736,0.375945608139,0.0,0.0,0.0,0.0182153898991,221.545793671,,
2003-11-14,0.1,1.1,0.0,0.485584037306,0.375445006039,0.0,0.0,0.0,0.0224839439209,221.538051854,,
2003-11-15,16.4,1.0,13.4,0.496914329287,0.379487717186,0.0,0.0,8.981655858,0.0274153748531,221.530459537,,
2003-11-16,0.0,2.3,0.0,1.0492572897,0.37840600864,0.0,0.0,0.0,0.0330297799098,221.523036068,,
2003-11-17,0.0,2.2,0.0,0.993721745869,0.377381553232,0.0,0.0,0.0,0.0393413161366,221.515801176,,
2003-11-18,0.0,2.1,0.0,0.939588590781,0.3764129052,0.0,0.0,0.0,0.0463586001523,221.508774818,,
2003-11-19,0.0,1.6,0.0,0.709419368002,0.375681545027,0.0,0.0,0.0,0.0540848467876,221.501977016,,
2003-11-20,0.0,1.5,0.0,0.66050965642,0.375000607237,0.0,0.0,0.0,0.0625178635726,221.49542771,,
2003-11-21,0.7,1.2,0.0,0.525003036185,0.374459366994,0.0,0.0,0.0,0.0716499862431,221.4891466,,
2003-11-22,20.4,0.9,17.4,0.458990667463,0.379526813745,0.0,0.0,12.0255859838,0.0814680151966,221.483152984,,
2003-11-23,3.0,1.3,0.0,0.593270241118,0.37891519494,0.0,0.0,0.0,0.0919556844235,221.477465674,,
2003-11-24,30.2,0.5,27.2,0.28532590011,0.379705849588,0.0,0.0,26.1477390914,0.103095046355,221.472102952,,
2003-11-25,0.0,1.2,0.0,0.548529247938,0.379140355517,0.0,0.0,0.0,0.114872512424,221.467082687,,
2003-11-26,4.6,0.7,1.6,0.32313703349,0.379666869038,0.0,0.0,0.766144851952,0.127281882237,221.462422554,,
2003-11-27,0.0,1.0,0.0,0.456945287657,0.379195791421,0.0,0.0,0.0,0.140325384699,221.45814027,,
2003-11-28,0.0,0.8,0.0,0.363985971405,0.378820548152,0.0,0.0,0.0,0.154013177944,221.454253824,,
2003-11-29,0.0,0.8,0.0,0.362735160507,0.378446594378,0.0,0.0,0.0,0.168361854154,221.450781658,,
2003-11-30,5.8,0.9,2.8,0.417499471187,0.379569588174,0.0,0.0,1.29319654694,0.183392366854,221.447742794,,
2003-12-01,3.5,1.3,0.5,0.596294032163,0.379385263884,0.0,0.0,0.0825005288133,0.199127961838,221.445156894,,
2003-12-02,0.0,1.0,0.0,0.455771932852,0.378915395912,0.0,0.0,0.0,0.215591966473,221.443044268,,
2003-12-03,2.0,0.5,0.0,0.226907074817,0.378681471093,0.0,0.0,0.0,0.232805607776,221.441425808,,
2003-12-04,0.0,0.7,0.0,0.316987624021,0.378354679728,0.0,0.0,0.0,0.250785996791,221.440322871,,
2003-12-05,4.9,0.7,1.9,0.321747540959,0.379668301504,0.0,0.0,0.304039336147,0.26954436926,221.439757114,,
2003-12-06,14.2,1.1,11.2,0.555567344093,0.379427250161,0.0,0.0,10.878252459,0.289084698526,221.43975028,,
2003-12-07,1.6,1.2,0.0,0.547136250804,0.37886319217,0.0,0.0,0.0,0.309404867051,221.440324029,,
2003-12-08,4.2,0.7,1.2,0.321125891252,0.37966894238,0.0,0.0,0.097296405103,0.33049711402,221.441499777,,
2003-12-09,12.6,1.0,9.6,0.498191039986,0.37948640099,0.0,0.0,9.27887410875,0.352348053572,221.443298532,,
2003-12-10,0.0,1.4,0.0,0.63867067244,0.378827977616,0.0,0.0,0.0,0.374940361377,221.445740782,,
2003-12-11,0.0,1.0,0.0,0.453449906734,0.378360503485,0.0,0.0,0.0,0.39825347153,221.448846407,,
2003-12-12,0.0,1.0,0.0,0.451502097856,0.377895037405,0.0,0.0,0.0,0.422263629475,221.452634586,,
2003-12-13,0.0,1.2,0.0,0.539475187026,0.377338877419,0.0,0.0,0.0,0.446943562524,221.457123697,,
2003-12-14,0.0,1.1,0.0,0.491969854835,0.376831692001,0.0,0.0,0.0,0.472261961734,221.462331203,,
2003-12-15,0.0,1.0,0.0,0.445132050005,0.376372792981,0.0,0.0,0.0,0.498182914786,221.468273521,221.7,
2003-12-16,0.1,0.7,0.0,0.310253979527,0.376052943517,0.0,0.0,0.0,0.524665386635,221.474965879,,
2003-12-17,9.9,0.7,6.9,0.330068507939,0.379659723188,0.0,0.0,3.07135521159,0.551662811189,221.482422156,,
2003-12-18,1.0,1.1,0.0,0.50260706461,0.379141571575,0.0,0.0,0.0,0.579123467736,221.490654739,,
2003-12-19,0.1,1.0,0.0,0.454756548228,0.378672750391,0.0,0.0,0.0,0.606990729924,221.499674381,,
2003-12-20,0.1,0.8,0.0,0.362242501303,0.378299304513,0.0,0.0,0.0,0.635203269617,221.509490075,,
2003-12-21,0.0,0.9,0.0,0.406122391925,0.377880621635,0.0,0.0,0.0,0.663695271299,221.520108919,,
2003-12-22,0.0,1.5,0.0,0.674253885219,0.377185514537,0.0,0.0,0.0,0.692396692071,221.531536005,,
2003-12-23,0.0,1.7,0.0,0.75923072797,0.376402802446,0.0,0.0,0.0,0.721233586635,221.543774305,,
2003-12-24,0.0,1.8,0.0,0.798021018346,0.375580100365,0.0,0.0,0.0,0.750128504988,221.556824577,,
2003-12-25,0.0,1.3,0.0,0.571892210313,0.374990520767,0.0,0.0,0.0,0.779000962123,221.570685276,,
2003-12-26,0.0,0.8,0.0,0.349968402557,0.3746297286,0.0,0.0,0.0,0.80776797316,221.585352488,,
2003-12-27,0.0,0.8,0.0,0.348765761999,0.374270176268,0.0,0.0,0.0,0.836344643455,221.60081988,,
2003-12-28,1.8,1.3,0.0,0.564796788116,0.373687911538,0.0,0.0,0.0,0.864644801005,221.617078661,,
2003-12-29,0.0,0.9,0.0,0.388829668266,0.373287056209,0.0,0.0,0.0,0.89258165735,221.634117574,,
2003-12-30,0.0,1.0,0.0,0.430362734206,0.372843383288,0.0,0.0,0.0,0.920068483047,221.651922892,,
2003-12-31,0.0,0.7,0.0,0.299959867922,0.37253414631,0.0,0.0,0.0,0.947019284256,221.670478449,,
2004-01-01,0.0,0.6,0.0,0.256335365776,0.372269883047,0.0,0.0,0.0,0.973349467965,221.68976568,,
2004-01-02,0.0,1.3,0.0,0.553961866503,0.371698788339,0.0,0.0,0.0,0.998976484627,221.709763681,,
2004-01-03,0.0,1.2,0.0,0.508493941695,0.371174567781,0.0,0.0,0.0,1.02382043846,221.73044929,,
2004-01-04,0.0,1.1,0.0,0.463716768994,0.370696509256,0.0,0.0,0.0,1.04780465721,221.751797178,,
2004-01-05,0.0,1.5,0.0,0.629353182849,0.370047691542,0.0,0.0,0.0,1.07085621462,221.773779961,,
2004-01-06,0.0,1.1,0.0,0.458551919565,0.369574957604,0.0,0.0,0.0,1.09290640068,221.796368325,,
2004-01-07,3.0,0.4,0.0,0.165958262673,0.369403866611,0.0,0.0,0.0,1.1138911357,221.819531155,,
2004-01-08,0.7,0.6,0.0,0.248509666528,0.369147671079,0.0,0.0,0.0,1.13375132608,221.843235682,,
2004-01-09,0.5,0.6,0.0,0.247869177697,0.368892135844,0.0,0.0,0.0,1.1524331605,221.867447637,,
2004-01-10,0.1,1.2,0.0,0.494460679221,0.368382382567,0.0,0.0,0.0,1.16988834651,221.89213141,,
2004-01-11,0.0,1.2,0.0,0.491911912833,0.367875256883,0.0,0.0,0.0,1.18607428844,221.917250212,,
2004-01-12,0.0,1.3,0.0,0.530157641451,0.367328702614,0.0,0.0,0.0,1.20095420826,221.942766245,,
2004-01-13,0.3,0.9,0.0,0.364982634801,0.366952431856,0.0,0.0,0.0,1.21449721184,221.968640869,,
2004-01-14,0.0,0.9,0.0,0.363571619461,0.366577615754,0.0,0.0,0.0,1.22667830344,221.994834775,,
2004-01-15,6.2,0.6,3.2,0.249691462065,0.369619170947,0.0,0.0,0.0,1.23747835186,222.02130815,,
2004-01-16,0.3,0.8,0.0,0.332063903158,0.369276837027,0.0,0.0,0.0,1.24688401191,222.048020843,,
2004-01-17,0.0,0.7,0.0,0.289557441328,0.3689783242,0.0,0.0,0.0,1.25488760511,222.074932529,,
2004-01-18,0.0,1.6,0.0,0.65985549467,0.368298060804,0.0,0.0,0.0,1.26148696363,222.102002867,,
2004-01-19,0.0,2.1,0.0,0.860108032034,0.367411351493,0.0,0.0,0.0,1.26668524167,222.129191648,,
2004-01-20,0.0,1.5,0.0,0.608820946828,0.366783701032,0.0,0.0,0.0,1.27049069831,222.156458947,,
2004-01-21,0.0,1.3,0.0,0.524245047256,0.36624324222,0.0,0.0,0.0,1.27291645597,222.183765257,,
2004-01-22,0.0,0.8,0.0,0.320810807401,0.365912509429,0.0,0.0,0.0,1.27398023832,222.211071619,,
2004-01-23,0.1,0.7,0.0,0.279744819168,0.365624112708,0.0,0.0,0.0,1.27370409159,222.238339752,,
2004-01-24,0.0,0.9,0.0,0.358590422656,0.36525443186,0.0,0.0,0.0,1.27211409272,222.265532158,,
2004-01-25,0.2,0.7,0.0,0.277825426259,0.364968013895,0.0,0.0,0.0,1.26924004798,222.292612235,,
2004-01-26,0.2,0.9,0.0,0.356130052106,0.364600869511,0.0,0.0,0.0,1.26511518501,222.319544369,,
2004-01-27,9.4,0.7,6.4,0.295163188996,0.370894515708,0.0,0.0,0.0,1.25977584155,222.346294027,,
2004-01-28,6.9,1.6,3.9,0.699434228434,0.37419406805,0.0,0.0,0.0,1.25326115323,222.372827828,,
2004-01-29,6.1,0.9,3.1,0.402712291271,0.376974777028,0.0,0.0,0.0,1.24561274325,222.399113622,,
2004-01-30,0.7,0.6,0.0,0.267436942571,0.37669906884,0.0,0.0,0.0,1.23687441584,222.425120542,,
2004-01-31,1.9,0.6,0.0,0.2667476721,0.37642407124,0.0,0.0,0.0,1.22709185581,222.450819064,,
2004-02-01,3.6,0.8,0.6,0.356808759803,0.376674783859,0.0,0.0,0.0,1.21631233561,222.476181047,,
2004-02-02,0.3,1.4,0.0,0.622269572509,0.376033268835,0.0,0.0,0.0,1.20458443172,222.501179766,,
2004-02-03,0.1,2.0,0.0,0.883610573629,0.3751223301,0.0,0.0,0.0,1.19195775146,222.525789946,,
2004-02-04,0.0,1.6,0.0,0.700815533999,0.374399839859,0.0,0.0,0.0,1.17848267136,222.54998778,,
2004-02-05,0.3,2.1,0.0,0.913498598762,0.373458088726,0.0,0.0,0.0,1.16421008804,222.573750939,,
2004-02-06,0.0,2.0,0.0,0.862150739382,0.372569273531,0.0,0.0,0.0,1.14919118226,222.597058582,,
2004-02-07,0.0,1.6,0.0,0.68379515687,0.37186433007,0.0,0.0,0.0,1.13347719665,222.619891358,,
2004-02-08,0.1,1.5,0.0,0.636652062937,0.371207987737,0.0,0.0,0.0,1.11711922754,222.642231393,,
2004-02-09,0.1,1.5,0.0,0.632549923356,0.370555874414,0.0,0.0,0.0,1.10016803113,222.664062286,,
2004-02-10,0.0,1.4,0.0,0.586575934081,0.369951156956,0.0,0.0,0.0,1.08267384404,222.685369089,,
2004-02-11,0.0,1.9,0.0,0.791279992569,0.369135404386,0.0,0.0,0.0,1.06468621833,222.706138285,,
2004-02-12,0.0,2.1,0.0,0.867434788381,0.368241141718,0.0,0.0,0.0,1.04625387077,222.726357765,,
2004-02-13,0.0,2.0,0.0,0.818676180983,0.367397145655,0.0,0.0,0.0,1.02742454616,222.746016799,,
2004-02-14,0.0,1.0,0.0,0.40582144023,0.366978773036,0.0,0.0,0.0,1.00824489449,222.765106,,
2004-02-15,0.0,1.7,0.0,0.686932975674,0.366270594711,0.0,0.0,0.0,0.988760361487,222.783617289,,
2004-02-16,0.0,1.8,0.0,0.722029460332,0.365526234443,0.0,0.0,0.0,0.969015092132,222.80154386,,
2004-02-17,0.4,1.4,0.0,0.557236367581,0.36495176396,0.0,0.0,0.0,0.949051846719,222.818880134,,
2004-02-18,0.0,1.4,0.0,0.553885289769,0.364380748198,0.0,0.0,0.0,0.928911928899,222.835621719,,
2004-02-19,0.0,2.6,0.0,1.02245810548,0.363326667677,0.0,0.0,0.0,0.908635125176,222.851765365,,
2004-02-20,3.0,1.3,0.0,0.505519449916,0.362805513605,0.0,0.0,0.0,0.888259655264,222.867308918,,
2004-02-21,5.8,2.1,2.8,0.837305975999,0.364828909506,0.0,0.0,0.0,0.867822132732,222.88225127,,
2004-02-22,20.8,1.4,17.8,0.660213312323,0.379319367719,0.0,0.0,3.08404222049,0.847357535313,222.896592317,,
2004-02-23,15.5,0.7,12.5,0.356434066501,0.379632542199,0.0,0.0,11.8397866877,0.826899823217,222.910332924,,
2004-02-24,0.4,1.4,0.0,0.63952316283,0.37897323997,0.0,0.0,0.0,0.806484723916,222.923474975,,
2004-02-25,9.1,1.4,6.1,0.672361081954,0.379306844245,0.0,0.0,5.10404277067,0.786151177146,222.936021465,,
2004-02-26,0.0,2.0,0.0,0.910890368712,0.37836778201,0.0,0.0,0.0,0.765942864871,222.947976634,,
2004-02-27,0.9,1.9,0.0,0.857911607576,0.377483337053,0.0,0.0,0.0,0.745908572055,222.959346111,,
2004-02-28,0.0,1.9,0.0,0.850909751672,0.376606110505,0.0,0.0,0.0,0.726101738196,222.970137046,,
2004-02-29,0.0,1.9,0.0,0.8439650415,0.375736043452,0.0,0.0,0.0,0.706579481014,222.980358212,,
2004-03-01,0.0,1.4,0.0,0.616793586804,0.375100173775,0.0,0.0,0.0,0.687401309256,222.990020074,,
2004-03-02,0.0,2.7,0.0,1.18237695497,0.373881228461,0.0,0.0,0.0,0.668627688926,222.999134811,,
2004-03-03,0.0,2.4,0.0,1.03881228461,0.372810287961,0.0,0.0,0.0,0.650318584693,223.007716303,,
2004-03-04,0.0,2.9,0.0,1.24229097953,0.371529575611,0.0,0.0,0.0,0.632532063869,223.015780074,,
2004-03-05,0.0,2.7,0.0,1.14220772562,0.370352041873,0.0,0.0,0.0,0.615323023109,223.023343199,,
2004-03-06,0.1,1.3,0.0,0.543573560147,0.36979165676,0.0,0.0,0.0,0.598742076362,223.030424178,,
2004-03-07,0.2,2.1,0.0,0.873176996647,0.368891474289,0.0,0.0,0.0,0.582834625905,223.037042792,,
2004-03-08,0.0,2.8,0.0,1.1537338667,0.367702057931,0.0,0.0,0.0,0.567640125389,223.043219922,,
2004-03-09,0.1,2.7,0.0,1.09914815173,0.366568915507,0.0,0.0,0.0,0.553191534255,223.048977372,,
2004-03-10,0.3,2.6,0.0,1.04616325133,0.365490396691,0.0,0.0,0.0,0.539514955802,223.054337666,,
2004-03-11,0.5,2.2,0.0,0.875328636336,0.364587996035,0.0,0.0,0.0,0.526629446301,223.059323847,,
2004-03-12,10.8,1.2,7.8,0.513146165743,0.372100216483,0.0,0.0,0.0,0.514546979286,223.063959274,,
2004-03-13,6.6,2.7,3.6,1.19038001275,0.3745843608,0.0,0.0,0.0,0.503272547214,223.068267423,,
2004-03-14,0.0,2.9,0.0,1.263727693,0.373281548745,0.0,0.0,0.0,0.492804381811,223.072271696,,
2004-03-15,0.0,3.0,0.0,1.29101935931,0.371950600952,0.0,0.0,0.0,0.483134274277,223.07599523,,
2004-03-16,0.0,3.2,0.0,1.35934134603,0.370549218121,0.0,0.0,0.0,0.474247977022,223.079460733,222.68,
2004-03-17,0.1,2.9,0.0,1.21496971896,0.369296672019,0.0,0.0,0.0,0.466125669501,223.08269032,,
2004-03-18,0.1,3.0,0.0,1.24120840024,0.36801707573,0.0,0.0,0.0,0.458742471906,223.08570537,,
2004-03-19,0.0,3.5,0.0,1.42941568773,0.36654345131,0.0,0.0,0.0,0.452068991877,223.088526398,,
2004-03-20,0.0,3.4,0.0,1.36769889355,0.36513345245,0.0,0.0,0.0,0.446071890876,223.091172947,,
2004-03-21,0.0,4.0,0.0,1.58555754084,0.363498857047,0.0,0.0,0.0,0.440714458446,223.093663485,,
2004-03-22,0.0,4.4,0.0,1.71414571254,0.361731696519,0.0,0.0,0.0,0.435957184063,223.096015334,,
2004-03-23,0.0,3.6,0.0,1.37597544779,0.36031316513,0.0,0.0,0.0,0.431758317841,223.098244602,,
2004-03-24,0.0,3.1,0.0,1.16654504959,0.359110541367,0.0,0.0,0.0,0.428074412734,223.100366139,,
2004-03-25,0.0,3.8,0.0,1.41091690498,0.357655987857,0.0,0.0,0.0,0.424860842232,223.102393503,,
2004-03-26,0.5,3.2,0.0,1.16874650476,0.356451094553,0.0,0.0,0.0,0.422072288781,223.10433894,,
2004-03-27,8.2,1.1,5.2,0.420804630103,0.361378100089,0.0,0.0,0.0,0.419663199279,223.106213385,,
2004-03-28,0.5,1.8,0.0,0.685335750667,0.360671568387,0.0,0.0,0.0,0.417588204998,223.108026462,,
2004-03-29,2.2,1.8,0.0,0.680036762904,0.359970499559,0.0,0.0,0.0,0.415802504223,223.109786504,,
2004-03-30,1.5,2.2,0.0,0.824729579295,0.35912026288,0.0,0.0,0.0,0.414262206621,223.111500582,,
2004-03-31,0.9,2.3,0.0,0.854069185931,0.358239779183,0.0,0.0,0.0,0.41292463911,223.113174539,,
2004-04-01,12.5,3.0,9.5,1.2254199202,0.366770274111,0.0,0.0,0.0,0.41174861353,223.114813036,,
