DATE	TIME	RF_mm	Ta_2m_dC	RHa_2m_%	Pa_kPa	u_2m_m/s	RS_MJ/m2/hour	RF_mm	Ta_2m_dC	RHa_2m_%	Pa_kPa	u_2m_m/s	RS_MJ/m2/hour
2005-10-01	01:00:00	0.0	19.6	41.0	100.5	0.6	0.0000	0.0	19.6	41.0	100.5	0.6	0.0000
2005-10-01	02:00:00	0.0	19.2	43.0	100.5	0.3	0.0000	0.0	19.2	43.0	100.5	0.3	0.0000
2005-10-01	03:00:00	0.0	18.3	44.0	100.5	0.5	0.0000	0.0	18.3	44.0	100.5	0.5	0.0000
2005-10-01	04:00:00	0.0	19.1	42.0	100.5	0.0	0.0000	0.0	19.1	42.0	100.5	0.0	0.0000
2005-10-01	05:00:00	0.0	19.1	45.0	100.5	0.3	0.0000	0.0	19.1	45.0	100.5	0.3	0.0000
2005-10-01	06:00:00	0.0	18.4	49.0	100.5	1.0	0.0000	0.0	18.4	49.0	100.5	1.0	0.0000
2005-10-01	07:00:00	0.0	17.3	49.0	100.6	0.7	0.0360	0.0	17.3	49.0	100.6	0.7	0.0360
2005-10-01	08:00:00	0.0	17.6	47.0	100.6	0.9	0.3924	0.0	17.6	47.0	100.6	0.9	0.3924
2005-10-01	09:00:00	0.0	21.1	41.0	100.6	1.1	0.9828	0.0	21.1	41.0	100.6	1.1	0.9828
2005-10-01	10:00:00	0.0	24.9	34.0	100.6	1.4	1.5768	0.0	24.9	34.0	100.6	1.4	1.5768
2005-10-01	11:00:00	0.0	27.7	30.0	100.6	1.3	2.0304	0.0	27.7	30.0	100.6	1.3	2.0304
2005-10-01	12:00:00	0.0	29.3	26.0	100.5	1.2	2.3076	0.0	29.3	26.0	100.5	1.2	2.3076
2005-10-01	13:00:00	0.0	30.7	22.0	100.4	1.5	2.3940	0.0	30.7	22.0	100.4	1.5	2.3940
2005-10-01	14:00:00	0.0	32.1	19.0	100.3	1.7	2.2572	0.0	32.1	19.0	100.3	1.7	2.2572
2005-10-01	15:00:00	0.0	32.9	18.0	100.2	1.6	1.9116	0.0	32.9	18.0	100.2	1.6	1.9116
2005-10-01	16:00:00	0.0	33.0	17.0	100.2	1.9	1.3968	0.0	33.0	17.0	100.2	1.9	1.3968
2005-10-01	17:00:00	0.0	33.1	14.0	100.1	2.2	0.8064	0.0	33.1	14.0	100.1	2.2	0.8064
2005-10-01	18:00:00	0.0	32.0	15.0	100.2	2.8	0.2304	0.0	32.0	15.0	100.2	2.8	0.2304
2005-10-01	19:00:00	0.0	29.2	18.0	100.2	1.6	0.0072	0.0	29.2	18.0	100.2	1.6	0.0072
2005-10-01	20:00:00	0.0	27.3	23.0	100.2	1.6	0.0000	0.0	27.3	23.0	100.2	1.6	0.0000
2005-10-01	21:00:00	0.0	25.9	30.0	100.3	1.7	0.0000	0.0	25.9	30.0	100.3	1.7	0.0000
2005-10-01	22:00:00	0.0	23.9	34.0	100.3	0.7	0.0000	0.0	23.9	34.0	100.3	0.7	0.0000
2005-10-01	23:00:00	0.0	22.2	38.0	100.3	0.2	0.0000	0.0	22.2	38.0	100.3	0.2	0.0000
2005-10-02	00:00:00	0.0	20.6	44.0	100.3	0.0	0.0000	0.0	20.6	44.0	100.3	0.0	0.0000
2005-10-02	01:00:00	0.0	19.2	48.0	100.3	0.1	0.0000	0.0	19.2	48.0	100.3	0.1	0.0000
2005-10-02	02:00:00	0.0	17.4	55.0	100.3	0.1	0.0000	0.0	17.4	55.0	100.3	0.1	0.0000
2005-10-02	03:00:00	0.0	15.6	58.0	100.3	0.1	0.0000	0.0	15.6	58.0	100.3	0.1	0.0000
2005-10-02	04:00:00	0.0	14.8	65.0	100.2	0.1	0.0000	0.0	14.8	65.0	100.2	0.1	0.0000
2005-10-02	05:00:00	0.0	14.1	66.0	100.2	0.0	0.0000	0.0	14.1	66.0	100.2	0.0	0.0000
2005-10-02	06:00:00	0.0	12.9	70.0	100.3	0.2	0.0000	0.0	12.9	70.0	100.3	0.2	0.0000
2005-10-02	07:00:00	0.0	13.2	77.0	100.3	0.1	0.0396	0.0	13.2	77.0	100.3	0.1	0.0396
2005-10-02	08:00:00	0.0	15.1	71.0	100.3	0.3	0.3924	0.0	15.1	71.0	100.3	0.3	0.3924
2005-10-02	09:00:00	0.0	19.4	60.0	100.3	2.6	0.9936	0.0	19.4	60.0	100.3	2.6	0.9936
2005-10-02	10:00:00	0.0	22.4	46.0	100.3	2.7	1.5768	0.0	22.4	46.0	100.3	2.7	1.5768
2005-10-02	11:00:00	0.0	24.7	38.0	100.3	2.7	2.0304	0.0	24.7	38.0	100.3	2.7	2.0304
2005-10-02	12:00:00	0.0	27.0	32.0	100.3	2.8	2.3112	0.0	27.0	32.0	100.3	2.8	2.3112
2005-10-02	13:00:00	0.0	28.7	28.0	100.2	3.1	2.4012	0.0	28.7	28.0	100.2	3.1	2.4012
2005-10-02	14:00:00	0.0	30.7	23.0	100.1	3.7	2.2608	0.0	30.7	23.0	100.1	3.7	2.2608
2005-10-02	15:00:00	0.0	31.2	22.0	100.1	4.5	1.9188	0.0	31.2	22.0	100.1	4.5	1.9188
2005-10-02	16:00:00	0.0	31.2	20.0	100.0	4.4	1.4112	0.0	31.2	20.0	100.0	4.4	1.4112
2005-10-02	17:00:00	0.0	30.9	22.0	100.0	4.1	0.7848	0.0	30.9	22.0	100.0	4.1	0.7848
2005-10-02	18:00:00	0.0	29.2	27.0	100.1	4.4	0.2196	0.0	29.2	27.0	100.1	4.4	0.2196
2005-10-02	19:00:00	0.0	27.2	30.0	100.1	4.0	0.0036	0.0	27.2	30.0	100.1	4.0	0.0036
2005-10-02	20:00:00	0.0	25.8	33.0	100.2	3.3	0.0000	0.0	25.8	33.0	100.2	3.3	0.0000
2005-10-02	21:00:00	0.0	24.9	32.0	100.3	3.2	0.0000	0.0	24.9	32.0	100.3	3.2	0.0000
2005-10-02	22:00:00	0.0	23.7	33.0	100.3	3.0	0.0000	0.0	23.7	33.0	100.3	3.0	0.0000
2005-10-02	23:00:00	0.0	23.1	33.0	100.3	3.4	0.0000	0.0	23.1	33.0	100.3	3.4	0.0000
2005-10-03	00:00:00	0.0	22.2	33.0	100.3	3.6	0.0000	0.0	22.2	33.0	100.3	3.6	0.0000
2005-10-03	01:00:00	0.0	21.6	35.0	100.3	3.4	0.0000	0.0	21.6	35.0	100.3	3.4	0.0000
2005-10-03	02:00:00	0.0	20.1	39.0	100.4	3.4	0.0000	0.0	20.1	39.0	100.4	3.4	0.0000
2005-10-03	03:00:00	0.0	18.9	40.0	100.3	2.3	0.0000	0.0	18.9	40.0	100.3	2.3	0.0000
2005-10-03	04:00:00	0.0	16.9	43.0	100.4	0.3	0.0000	0.0	16.9	43.0	100.4	0.3	0.0000
2005-10-03	05:00:00	0.0	16.2	42.0	100.4	0.7	0.0000	0.0	16.2	42.0	100.4	0.7	0.0000
2005-10-03	06:00:00	0.0	15.6	42.0	100.5	1.1	0.0000	0.0	15.6	42.0	100.5	1.1	0.0000
2005-10-03	07:00:00	0.0	15.7	39.0	100.5	2.1	0.0360	0.0	15.7	39.0	100.5	2.1	0.0360
2005-10-03	08:00:00	0.0	17.1	35.0	100.6	2.5	0.3852	0.0	17.1	35.0	100.6	2.5	0.3852
2005-10-03	09:00:00	0.0	18.4	33.0	100.6	2.8	0.4032	0.0	18.4	33.0	100.6	2.8	0.4032
2005-10-03	10:00:00	0.0	19.1	32.0	100.7	3.9	0.8964	0.0	19.1	32.0	100.7	3.9	0.8964
2005-10-03	11:00:00	0.0	22.3	26.0	100.7	4.6	2.0376	0.0	22.3	26.0	100.7	4.6	2.0376
2005-10-03	12:00:00	0.0	24.7	23.0	100.6	3.6	2.3436	0.0	24.7	23.0	100.6	3.6	2.3436
2005-10-03	13:00:00	0.0	26.2	21.0	100.6	3.3	2.6028	0.0	26.2	21.0	100.6	3.3	2.6028
2005-10-03	14:00:00	0.0	27.2	19.0	100.5	3.4	2.2716	0.0	27.2	19.0	100.5	3.4	2.2716
2005-10-03	15:00:00	0.0	28.0	18.0	100.4	3.8	1.9260	0.0	28.0	18.0	100.4	3.8	1.9260
2005-10-03	16:00:00	0.0	28.1	17.0	100.4	4.8	1.4076	0.0	28.1	17.0	100.4	4.8	1.4076
2005-10-03	17:00:00	0.0	27.5	17.0	100.4	4.7	0.7884	0.0	27.5	17.0	100.4	4.7	0.7884
2005-10-03	18:00:00	0.0	26.3	18.0	100.4	3.8	0.2232	0.0	26.3	18.0	100.4	3.8	0.2232
2005-10-03	19:00:00	0.0	24.1	20.0	100.4	3.1	0.0036	0.0	24.1	20.0	100.4	3.1	0.0036
2005-10-03	20:00:00	0.0	22.6	22.0	100.5	3.2	0.0000	0.0	22.6	22.0	100.5	3.2	0.0000
2005-10-03	21:00:00	0.0	21.3	22.0	100.5	3.3	0.0000	0.0	21.3	22.0	100.5	3.3	0.0000
2005-10-03	22:00:00	0.0	19.9	24.0	100.5	1.6	0.0000	0.0	19.9	24.0	100.5	1.6	0.0000
2005-10-03	23:00:00	0.0	19.5	23.0	100.5	1.8	0.0000	0.0	19.5	23.0	100.5	1.8	0.0000
2005-10-04	00:00:00	0.0	17.4	26.0	100.6	1.0	0.0000	0.0	17.4	26.0	100.6	1.0	0.0000
2005-10-04	01:00:00	0.0	16.4	28.0	100.6	0.9	0.0000	0.0	16.4	28.0	100.6	0.9	0.0000
2005-10-04	02:00:00	0.0	15.6	29.0	100.6	0.8	0.0000	0.0	15.6	29.0	100.6	0.8	0.0000
2005-10-04	03:00:00	0.0	14.7	30.0	100.5	1.1	0.0000	0.0	14.7	30.0	100.5	1.1	0.0000
2005-10-04	04:00:00	0.0	14.0	31.0	100.5	1.3	0.0000	0.0	14.0	31.0	100.5	1.3	0.0000
2005-10-04	05:00:00	0.0	12.8	34.0	100.6	1.1	0.0000	0.0	12.8	34.0	100.6	1.1	0.0000
2005-10-04	06:00:00	0.0	12.1	36.0	100.6	0.5	0.0000	0.0	12.1	36.0	100.6	0.5	0.0000
2005-10-04	07:00:00	0.0	12.4	37.0	100.6	1.6	0.0360	0.0	12.4	37.0	100.6	1.6	0.0360
2005-10-04	08:00:00	0.0	14.3	36.0	100.6	2.5	0.4104	0.0	14.3	36.0	100.6	2.5	0.4104
2005-10-04	09:00:00	0.0	17.4	29.0	100.7	2.7	1.0296	0.0	17.4	29.0	100.7	2.7	1.0296
2005-10-04	10:00:00	0.0	20.3	22.0	100.7	2.6	1.6308	0.0	20.3	22.0	100.7	2.6	1.6308
2005-10-04	11:00:00	0.0	23.6	18.0	100.7	1.3	2.1024	0.0	23.6	18.0	100.7	1.3	2.1024
2005-10-04	12:00:00	0.0	25.9	14.0	100.6	1.9	2.3940	0.0	25.9	14.0	100.6	1.9	2.3940
2005-10-04	13:00:00	0.0	27.2	12.0	100.5	2.2	2.4732	0.0	27.2	12.0	100.5	2.2	2.4732
2005-10-04	14:00:00	0.0	28.5	11.0	100.4	1.9	2.3220	0.0	28.5	11.0	100.4	1.9	2.3220
2005-10-04	15:00:00	0.0	29.4	12.0	100.3	1.6	1.9512	0.0	29.4	12.0	100.3	1.6	1.9512
2005-10-04	16:00:00	0.0	29.2	12.0	100.3	2.5	1.4220	0.0	29.2	12.0	100.3	2.5	1.4220
2005-10-04	17:00:00	0.0	29.1	11.0	100.3	3.1	0.7920	0.0	29.1	11.0	100.3	3.1	0.7920
2005-10-04	18:00:00	0.0	27.9	12.0	100.3	2.3	0.2124	0.0	27.9	12.0	100.3	2.3	0.2124
2005-10-04	19:00:00	0.0	24.9	17.0	100.3	1.4	0.0036	0.0	24.9	17.0	100.3	1.4	0.0036
2005-10-04	20:00:00	0.0	23.3	21.0	100.4	2.3	0.0000	0.0	23.3	21.0	100.4	2.3	0.0000
2005-10-04	21:00:00	0.0	21.8	21.0	100.4	2.0	0.0000	0.0	21.8	21.0	100.4	2.0	0.0000
2005-10-04	22:00:00	0.0	20.1	23.0	100.5	1.8	0.0000	0.0	20.1	23.0	100.5	1.8	0.0000
2005-10-04	23:00:00	0.0	18.1	37.0	100.5	0.9	0.0000	0.0	18.1	37.0	100.5	0.9	0.0000
2005-10-05	00:00:00	0.0	16.2	56.0	100.5	0.7	0.0000	0.0	16.2	56.0	100.5	0.7	0.0000
2005-10-05	01:00:00	0.0	14.9	56.0	100.5	0.4	0.0000	0.0	14.9	56.0	100.5	0.4	0.0000
2005-10-05	02:00:00	0.0	13.7	50.0	100.5	0.8	0.0000	0.0	13.7	50.0	100.5	0.8	0.0000
2005-10-05	03:00:00	0.0	12.6	48.0	100.4	0.4	0.0000	0.0	12.6	48.0	100.4	0.4	0.0000
2005-10-05	04:00:00	0.0	13.4	37.0	100.4	0.7	0.0000	0.0	13.4	37.0	100.4	0.7	0.0000
2005-10-05	05:00:00	0.0	13.9	30.0	100.4	1.0	0.0000	0.0	13.9	30.0	100.4	1.0	0.0000
2005-10-05	06:00:00	0.0	12.6	34.0	100.5	0.1	0.0000	0.0	12.6	34.0	100.5	0.1	0.0000
2005-10-05	07:00:00	0.0	11.4	37.0	100.5	0.5	0.0324	0.0	11.4	37.0	100.5	0.5	0.0324
2005-10-05	08:00:00	0.0	13.2	35.0	100.5	0.7	0.3888	0.0	13.2	35.0	100.5	0.7	0.3888
2005-10-05	09:00:00	0.0	18.6	30.0	100.6	0.4	1.0008	0.0	18.6	30.0	100.6	0.4	1.0008
2005-10-05	10:00:00	0.0	21.3	35.0	100.6	0.9	1.5984	0.0	21.3	35.0	100.6	0.9	1.5984
2005-10-05	11:00:00	0.0	24.6	27.0	100.5	1.2	2.0664	0.0	24.6	27.0	100.5	1.2	2.0664
2005-10-05	12:00:00	0.0	26.7	24.0	100.5	1.2	2.3364	0.0	26.7	24.0	100.5	1.2	2.3364
2005-10-05	13:00:00	0.0	27.6	21.0	100.4	1.2	2.4084	0.0	27.6	21.0	100.4	1.2	2.4084
2005-10-05	14:00:00	0.0	28.6	17.0	100.3	1.1	2.2680	0.0	28.6	17.0	100.3	1.1	2.2680
2005-10-05	15:00:00	0.0	29.5	15.0	100.2	1.2	1.9260	0.0	29.5	15.0	100.2	1.2	1.9260
2005-10-05	16:00:00	0.0	29.7	14.0	100.2	0.9	1.4004	0.0	29.7	14.0	100.2	0.9	1.4004
2005-10-05	17:00:00	0.0	29.7	12.0	100.2	1.0	0.7668	0.0	29.7	12.0	100.2	1.0	0.7668
2005-10-05	18:00:00	0.0	28.4	13.0	100.2	1.4	0.1944	0.0	28.4	13.0	100.2	1.4	0.1944
2005-10-05	19:00:00	0.0	25.9	11.0	100.2	1.4	0.0036	0.0	25.9	11.0	100.2	1.4	0.0036
2005-10-05	20:00:00	0.0	23.9	12.0	100.2	0.8	0.0000	0.0	23.9	12.0	100.2	0.8	0.0000
2005-10-05	21:00:00	0.0	20.7	15.0	100.3	0.6	0.0000	0.0	20.7	15.0	100.3	0.6	0.0000
2005-10-05	22:00:00	0.0	20.7	15.0	100.3	0.6	0.0000	0.0	20.7	15.0	100.3	0.6	0.0000
2005-10-05	23:00:00	0.0	18.8	18.0	100.3	0.2	0.0000	0.0	18.8	18.0	100.3	0.2	0.0000
2005-10-06	00:00:00	0.0	15.4	23.0	100.3	0.3	0.0000	0.0	15.4	23.0	100.3	0.3	0.0000
2005-10-06	01:00:00	0.0	15.6	23.0	100.3	0.5	0.0000	0.0	15.6	23.0	100.3	0.5	0.0000
2005-10-06	02:00:00	0.0	13.4	28.0	100.2	0.7	0.0000	0.0	13.4	28.0	100.2	0.7	0.0000
2005-10-06	03:00:00	0.0	14.1	31.0	100.2	0.5	0.0000	0.0	14.1	31.0	100.2	0.5	0.0000
2005-10-06	04:00:00	0.0	14.9	29.0	100.2	1.0	0.0000	0.0	14.9	29.0	100.2	1.0	0.0000
2005-10-06	05:00:00	0.0	12.4	32.0	100.2	1.0	0.0000	0.0	12.4	32.0	100.2	1.0	0.0000
2005-10-06	06:00:00	0.0	12.6	29.0	100.2	1.1	0.0000	0.0	12.6	29.0	100.2	1.1	0.0000
2005-10-06	07:00:00	0.0	13.4	28.0	100.2	0.5	0.0252	0.0	13.4	28.0	100.2	0.5	0.0252
2005-10-06	08:00:00	0.0	13.8	29.0	100.3	0.1	0.3780	0.0	13.8	29.0	100.3	0.1	0.3780
2005-10-06	09:00:00	0.0	17.7	24.0	100.3	0.7	1.0008	0.0	17.7	24.0	100.3	0.7	1.0008
2005-10-06	10:00:00	0.0	22.3	18.0	100.3	0.5	1.5588	0.0	22.3	18.0	100.3	0.5	1.5588
2005-10-06	11:00:00	0.0	25.8	18.0	100.3	1.3	2.0520	0.0	25.8	18.0	100.3	1.3	2.0520
2005-10-06	12:00:00	0.0	27.8	17.0	100.2	1.0	2.3148	0.0	27.8	17.0	100.2	1.0	2.3148
2005-10-06	13:00:00	0.0	29.1	13.0	100.1	1.4	2.4048	0.0	29.1	13.0	100.1	1.4	2.4048
2005-10-06	14:00:00	0.0	29.8	11.0	100.0	1.4	2.2572	0.0	29.8	11.0	100.0	1.4	2.2572
2005-10-06	15:00:00	0.0	30.3	9.0	100.0	1.4	1.9044	0.0	30.3	9.0	100.0	1.4	1.9044
2005-10-06	16:00:00	0.0	30.4	8.0	99.9	1.1	1.3788	0.0	30.4	8.0	99.9	1.1	1.3788
2005-10-06	17:00:00	0.0	30.2	8.0	99.9	0.9	0.6732	0.0	30.2	8.0	99.9	0.9	0.6732
2005-10-06	18:00:00	0.0	29.4	8.0	99.9	0.2	0.1584	0.0	29.4	8.0	99.9	0.2	0.1584
2005-10-06	19:00:00	0.0	26.1	10.0	100.0	0.5	0.0036	0.0	26.1	10.0	100.0	0.5	0.0036
2005-10-06	20:00:00	0.0	23.1	13.0	100.0	0.8	0.0000	0.0	23.1	13.0	100.0	0.8	0.0000
2005-10-06	21:00:00	0.0	21.6	13.0	100.0	0.7	0.0000	0.0	21.6	13.0	100.0	0.7	0.0000
2005-10-06	22:00:00	0.0	19.1	19.0	100.0	1.1	0.0000	0.0	19.1	19.0	100.0	1.1	0.0000
2005-10-06	23:00:00	0.0	17.7	27.0	100.1	0.8	0.0000	0.0	17.7	27.0	100.1	0.8	0.0000
2005-10-07	00:00:00	0.0	16.9	29.0	100.0	0.9	0.0000	0.0	16.9	29.0	100.0	0.9	0.0000
2005-10-07	01:00:00	0.0	16.7	28.0	100.0	0.8	0.0000	0.0	16.7	28.0	100.0	0.8	0.0000
2005-10-07	02:00:00	0.0	15.9	31.0	100.0	0.8	0.0000	0.0	15.9	31.0	100.0	0.8	0.0000
2005-10-07	03:00:00	0.0	15.9	32.0	100.0	0.7	0.0000	0.0	15.9	32.0	100.0	0.7	0.0000
2005-10-07	04:00:00	0.0	14.6	33.0	100.0	0.7	0.0000	0.0	14.6	33.0	100.0	0.7	0.0000
2005-10-07	05:00:00	0.0	15.7	30.0	100.0	1.6	0.0000	0.0	15.7	30.0	100.0	1.6	0.0000
2005-10-07	06:00:00	0.0	16.7	39.0	100.0	2.5	0.0000	0.0	16.7	39.0	100.0	2.5	0.0000
2005-10-07	07:00:00	0.0	16.6	53.0	100.0	2.4	0.0288	0.0	16.6	53.0	100.0	2.4	0.0288
2005-10-07	08:00:00	0.0	17.7	66.0	100.1	2.8	0.2700	0.0	17.7	66.0	100.1	2.8	0.2700
2005-10-07	09:00:00	0.0	19.4	64.0	100.1	3.5	0.7128	0.0	19.4	64.0	100.1	3.5	0.7128
2005-10-07	10:00:00	0.0	21.7	55.0	100.1	4.8	1.3248	0.0	21.7	55.0	100.1	4.8	1.3248
2005-10-07	11:00:00	0.0	23.8	44.0	100.1	4.8	1.9188	0.0	23.8	44.0	100.1	4.8	1.9188
2005-10-07	12:00:00	0.0	25.4	38.0	100.0	4.6	2.1024	0.0	25.4	38.0	100.0	4.6	2.1024
2005-10-07	13:00:00	0.0	26.8	33.0	99.9	4.0	2.2464	0.0	26.8	33.0	99.9	4.0	2.2464
2005-10-07	14:00:00	0.0	27.7	29.0	99.9	4.4	2.1888	0.0	27.7	29.0	99.9	4.4	2.1888
2005-10-07	15:00:00	0.0	27.7	28.0	99.8	4.2	1.4904	0.0	27.7	28.0	99.8	4.2	1.4904
2005-10-07	16:00:00	0.0	27.9	29.0	99.8	4.0	1.0872	0.0	27.9	29.0	99.8	4.0	1.0872
2005-10-07	17:00:00	0.0	26.7	35.0	99.9	3.6	0.6300	0.0	26.7	35.0	99.9	3.6	0.6300
2005-10-07	18:00:00	0.0	25.5	39.0	99.9	3.5	0.3456	0.0	25.5	39.0	99.9	3.5	0.3456
2005-10-07	19:00:00	0.0	23.6	47.0	99.9	2.6	0.0000	0.0	23.6	47.0	99.9	2.6	0.0000
2005-10-07	20:00:00	0.0	22.1	56.0	100.0	2.1	0.0000	0.0	22.1	56.0	100.0	2.1	0.0000
2005-10-07	21:00:00	0.0	20.6	64.0	100.1	1.6	0.0000	0.0	20.6	64.0	100.1	1.6	0.0000
2005-10-07	22:00:00	0.0	20.3	69.0	100.1	1.9	0.0000	0.0	20.3	69.0	100.1	1.9	0.0000
2005-10-07	23:00:00	0.0	19.7	72.0	100.1	1.3	0.0000	0.0	19.7	72.0	100.1	1.3	0.0000
2005-10-08	00:00:00	0.0	19.4	74.0	100.1	0.4	0.0000	0.0	19.4	74.0	100.1	0.4	0.0000
2005-10-08	01:00:00	0.0	19.3	74.0	100.1	1.4	0.0000	0.0	19.3	74.0	100.1	1.4	0.0000
2005-10-08	02:00:00	0.0	19.5	73.0	100.1	2.1	0.0000	0.0	19.5	73.0	100.1	2.1	0.0000
2005-10-08	03:00:00	0.0	19.3	73.0	100.1	1.8	0.0000	0.0	19.3	73.0	100.1	1.8	0.0000
2005-10-08	04:00:00	0.0	19.0	73.0	100.1	1.8	0.0000	0.0	19.0	73.0	100.1	1.8	0.0000
2005-10-08	05:00:00	0.0	18.6	75.0	100.1	0.8	0.0000	0.0	18.6	75.0	100.1	0.8	0.0000
2005-10-08	06:00:00	0.0	18.6	74.0	100.1	0.3	0.0000	0.0	18.6	74.0	100.1	0.3	0.0000
2005-10-08	07:00:00	0.0	18.1	75.0	100.2	0.4	0.0216	0.0	18.1	75.0	100.2	0.4	0.0216
2005-10-08	08:00:00	0.0	19.1	70.0	100.2	0.6	0.3348	0.0	19.1	70.0	100.2	0.6	0.3348
2005-10-08	09:00:00	0.0	21.5	56.0	100.3	1.5	0.8640	0.0	21.5	56.0	100.3	1.5	0.8640
2005-10-08	10:00:00	0.0	23.4	43.0	100.3	2.7	1.4400	0.0	23.4	43.0	100.3	2.7	1.4400
2005-10-08	11:00:00	0.0	24.5	38.0	100.3	3.4	1.8936	0.0	24.5	38.0	100.3	3.4	1.8936
2005-10-08	12:00:00	0.0	26.1	34.0	100.3	3.8	2.1636	0.0	26.1	34.0	100.3	3.8	2.1636
2005-10-08	13:00:00	0.0	27.4	31.0	100.2	3.6	2.2248	0.0	27.4	31.0	100.2	3.6	2.2248
2005-10-08	14:00:00	0.0	28.3	29.0	100.2	3.5	2.0772	0.0	28.3	29.0	100.2	3.5	2.0772
2005-10-08	15:00:00	0.0	28.5	29.0	100.1	3.2	1.5768	0.0	28.5	29.0	100.1	3.2	1.5768
2005-10-08	16:00:00	0.0	28.7	29.0	100.1	2.7	0.9720	0.0	28.7	29.0	100.1	2.7	0.9720
2005-10-08	17:00:00	0.0	28.0	32.0	100.1	3.0	0.4320	0.0	28.0	32.0	100.1	3.0	0.4320
2005-10-08	18:00:00	0.0	26.4	40.0	100.2	3.3	0.3024	0.0	26.4	40.0	100.2	3.3	0.3024
2005-10-08	19:00:00	0.0	25.0	44.0	100.2	2.2	0.0000	0.0	25.0	44.0	100.2	2.2	0.0000
2005-10-08	20:00:00	0.0	23.6	48.0	100.3	0.7	0.0000	0.0	23.6	48.0	100.3	0.7	0.0000
2005-10-08	21:00:00	0.0	21.9	53.0	100.3	1.0	0.0000	0.0	21.9	53.0	100.3	1.0	0.0000
2005-10-08	22:00:00	0.0	20.9	56.0	100.3	0.6	0.0000	0.0	20.9	56.0	100.3	0.6	0.0000
2005-10-08	23:00:00	0.0	20.4	60.0	100.3	0.0	0.0000	0.0	20.4	60.0	100.3	0.0	0.0000
2005-10-09	00:00:00	0.0	18.8	63.0	100.3	0.3	0.0000	0.0	18.8	63.0	100.3	0.3	0.0000
2005-10-09	01:00:00	0.0	18.1	64.0	100.4	0.9	0.0000	0.0	18.1	64.0	100.4	0.9	0.0000
2005-10-09	02:00:00	0.0	19.2	66.0	100.4	1.5	0.0000	0.0	19.2	66.0	100.4	1.5	0.0000
2005-10-09	03:00:00	0.0	19.0	67.0	100.4	1.7	0.0000	0.0	19.0	67.0	100.4	1.7	0.0000
2005-10-09	04:00:00	0.0	18.7	68.0	100.4	0.9	0.0000	0.0	18.7	68.0	100.4	0.9	0.0000
2005-10-09	05:00:00	0.0	18.8	69.0	100.4	1.9	0.0000	0.0	18.8	69.0	100.4	1.9	0.0000
2005-10-09	06:00:00	0.0	18.7	73.0	100.4	1.9	0.0000	0.0	18.7	73.0	100.4	1.9	0.0000
2005-10-09	07:00:00	0.0	18.9	74.0	100.5	1.6	0.0036	0.0	18.9	74.0	100.5	1.6	0.0036
2005-10-09	08:00:00	0.0	19.1	74.0	100.5	1.7	0.0612	0.0	19.1	74.0	100.5	1.7	0.0612
2005-10-09	09:00:00	0.0	19.9	72.0	100.5	2.2	0.0792	0.0	19.9	72.0	100.5	2.2	0.0792
2005-10-09	10:00:00	0.1	19.4	80.0	100.6	2.6	0.1260	0.1	19.4	80.0	100.6	2.6	0.1260
2005-10-09	11:00:00	0.6	18.4	88.0	100.6	1.8	0.2268	0.6	18.4	88.0	100.6	1.8	0.2268
2005-10-09	12:00:00	0.4	18.6	91.0	100.6	2.3	0.3384	0.4	18.6	91.0	100.6	2.3	0.3384
2005-10-09	13:00:00	1.9	18.4	95.0	100.6	1.2	0.3240	1.9	18.4	95.0	100.6	1.2	0.3240
2005-10-09	14:00:00	0.4	18.6	97.0	100.6	1.9	0.2736	0.4	18.6	97.0	100.6	1.9	0.2736
2005-10-09	15:00:00	0.4	18.6	96.0	100.6	1.3	0.3348	0.4	18.6	96.0	100.6	1.3	0.3348
2005-10-09	16:00:00	2.0	18.4	98.0	100.5	2.7	0.4608	2.0	18.4	98.0	100.5	2.7	0.4608
2005-10-09	17:00:00	0.2	18.4	94.0	100.5	2.8	0.3456	0.2	18.4	94.0	100.5	2.8	0.3456
2005-10-09	18:00:00	0.0	18.4	92.0	100.4	2.8	0.0648	0.0	18.4	92.0	100.4	2.8	0.0648
2005-10-09	19:00:00	2.2	18.4	95.0	100.5	0.4	0.0000	2.2	18.4	95.0	100.5	0.4	0.0000
2005-10-09	20:00:00	1.0	18.1	100.0	100.5	1.4	0.0000	1.0	18.1	100.0	100.5	1.4	0.0000
2005-10-09	21:00:00	0.0	17.8	100.0	100.5	0.6	0.0000	0.0	17.8	100.0	100.5	0.6	0.0000
2005-10-09	22:00:00	0.1	17.4	100.0	100.4	1.6	0.0000	0.1	17.4	100.0	100.4	1.6	0.0000
2005-10-09	23:00:00	0.0	17.4	100.0	100.4	1.8	0.0000	0.0	17.4	100.0	100.4	1.8	0.0000
2005-10-10	00:00:00	0.0	18.4	91.0	100.4	3.4	0.0000	0.0	18.4	91.0	100.4	3.4	0.0000
2005-10-10	01:00:00	0.0	18.4	83.0	100.3	4.9	0.0000	0.0	18.4	83.0	100.3	4.9	0.0000
2005-10-10	02:00:00	0.0	17.8	79.0	100.3	4.1	0.0000	0.0	17.8	79.0	100.3	4.1	0.0000
2005-10-10	03:00:00	0.0	17.3	80.0	100.2	3.8	0.0000	0.0	17.3	80.0	100.2	3.8	0.0000
2005-10-10	04:00:00	0.0	17.2	81.0	100.2	4.4	0.0000	0.0	17.2	81.0	100.2	4.4	0.0000
