ncols         60
nrows         65
xllcorner     739300
yllcorner     4553050
cellsize      50
NODATA_value  -9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	752.1070556640625	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	751.8851928710938	752.0328369140625	752.1065673828125	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	732.6262817382812	734.2430419921875	735.2999877929688	736.1483154296875	736.7211303710938	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	750.4362182617188	750.783447265625	751.211181640625	751.6734619140625	751.9550170898438	752.104736328125	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	733.3224487304688	734.5723876953125	735.5198974609375	736.4473876953125	737.2996215820312	738.2546997070312	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	748.6392211914062	749.226318359375	750.0191040039062	750.6116333007812	751.1357421875	751.5928344726562	751.9368896484375	752.1771850585938	752.3499145507812	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	733.92626953125	734.988037109375	735.9559936523438	736.8218383789062	-9999.9	-9999.9	741.0316772460938	742.4900512695312	743.7437744140625	-9999.9	-9999.9	747.9889526367188	748.910888671875	749.7683715820312	750.4639892578125	751.0660400390625	751.5704956054688	751.9620971679688	752.2467041015625	752.4505615234375	752.5870361328125	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	-9999.9	734.4771728515625	735.4112548828125	736.3433837890625	737.3494873046875	738.3735961914062	-9999.9	-9999.9	742.6220703125	743.8750610351562	745.1903686523438	746.471923828125	747.6786499023438	748.706298828125	749.6068725585938	750.3685302734375	751.0299072265625	751.5827026367188	752.0194702148438	752.3358764648438	752.543701171875	752.6478271484375	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	733.53173828125	734.81982421875	735.7838134765625	736.7349243164062	737.7704467773438	738.87060546875	740.1319580078125	741.4428100585938	742.7193603515625	743.948974609375	745.1841430664062	746.3914184570312	747.55078125	748.577880859375	749.5177612304688	750.333984375	751.0494995117188	751.6471557617188	752.1260375976562	752.466064453125	752.668212890625	752.7418823242188	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	733.971435546875	735.3082275390625	736.1939697265625	737.1063232421875	738.1403198242188	739.2215576171875	740.42431640625	741.64306640625	742.8592529296875	744.0665283203125	745.2490844726562	746.394287109375	747.5238037109375	748.5513305664062	749.5189819335938	750.3716430664062	751.1278686523438	751.7722778320312	752.2920532226562	752.6547241210938	752.8464965820312	752.8324584960938	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
-9999.9	-9999.9	735.5088500976562	736.0274658203125	736.711181640625	737.5382080078125	738.5057373046875	739.54345703125	740.6843872070312	741.85546875	743.0305786132812	744.1885375976562	745.3593139648438	746.4724731445312	747.57470703125	748.6143188476562	749.5902099609375	750.4691162109375	751.2716064453125	751.97021484375	752.5320434570312	752.9390258789062	753.159912109375	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9	-9999.9
