Date	Time	RF_mm	AirT_6m	RH_6m	Pa_kPa	WS_6m	S_in
2008-12-03	18:00:00	0	9.66	100.13	90.93	3.37	0.08
2008-12-03	19:00:00	0	9.77	102.17	91.02	3.32	0.02
2008-12-03	20:00:00	0	10.07	102.25	91.11	1.48	0.00
2008-12-03	21:00:00	0	10.44	101.28	91.18	1.03	0.00
2008-12-03	22:00:00	0	10.44	101.85	91.19	2.09	0.00
2008-12-03	23:00:00	0	10.53	100.54	91.23	1.33	0.00
2008-12-04	0:00:00	0	10.58	98.72	91.23	2.97	0.00
2008-12-04	1:00:00	0	10.62	96.73	91.24	1.50	0.00
2008-12-04	2:00:00	0	10.19	97.13	91.27	1.57	0.00
2008-12-04	3:00:00	0	10.22	95.63	91.23	0.61	0.00
2008-12-04	4:00:00	0	9.99	89.26	91.22	0.72	0.00
2008-12-04	5:00:00	0.2	9.62	89.57	91.25	0.95	0.00
2008-12-04	6:00:00	0.2	9.31	96.95	91.23	1.02	0.00
2008-12-04	7:00:00	0.2	9.33	97.34	91.21	1.03	0.00
2008-12-04	8:00:00	0	9.08	97.86	91.19	1.13	0.00
2008-12-04	9:00:00	0	8.98	95.97	91.22	1.58	0.00
2008-12-04	10:00:00	0	9.02	91.62	91.18	1.61	0.00
2008-12-04	11:00:00	0	9.01	94.66	91.25	1.66	0.03
2008-12-04	12:00:00	0	9.11	92.68	91.27	2.20	0.06
2008-12-04	13:00:00	0	9.93	90.68	91.20	2.96	0.09
2008-12-04	14:00:00	0	10.81	86.72	91.18	3.35	0.10
2008-12-04	15:00:00	0	11.47	78.06	91.12	2.81	0.07
2008-12-04	16:00:00	0	11.50	75.86	91.01	4.01	0.22
2008-12-04	17:00:00	0	11.40	68.79	90.97	4.07	0.12
2008-12-04	18:00:00	0	11.11	68.98	91.01	3.75	0.06
2008-12-04	19:00:00	0	9.94	76.35	90.98	3.74	0.01
2008-12-04	20:00:00	0.2	8.44	89.39	91.03	3.31	0.00
2008-12-04	21:00:00	0	7.15	97.39	91.04	3.08	0.00
2008-12-04	22:00:00	0	6.59	102.51	91.04	3.00	0.00
2008-12-04	23:00:00	0	6.54	103.99	90.98	2.72	0.00
2008-12-05	0:00:00	0	6.23	103.89	91.03	3.56	0.00
2008-12-05	1:00:00	0	6.00	105.25	91.00	3.70	0.00
2008-12-05	2:00:00	0	6.70	105.33	91.03	3.71	0.00
2008-12-05	3:00:00	0	6.61	105.16	91.01	3.81	0.00
2008-12-05	4:00:00	0	6.85	105.38	90.96	3.79	0.00
2008-12-05	5:00:00	0	6.61	106.39	90.98	3.68	0.00
2008-12-05	6:00:00	0.4	6.66	106.13	90.91	3.90	0.00
2008-12-05	7:00:00	0.2	6.99	105.31	90.95	3.69	0.00
2008-12-05	8:00:00	0.4	7.42	105.02	91.03	5.00	0.00
2008-12-05	9:00:00	0.2	7.82	105.13	91.07	4.32	0.00
2008-12-05	10:00:00	0	7.92	105.40	91.17	1.63	0.00
2008-12-05	11:00:00	0	8.29	105.32	91.19	2.27	0.02
2008-12-05	12:00:00	0	8.50	104.00	91.28	2.84	0.13
2008-12-05	13:00:00	0	9.28	100.69	91.29	4.37	0.26
2008-12-05	14:00:00	0	9.86	99.49	91.30	4.55	0.24
2008-12-05	15:00:00	0	10.88	98.63	91.30	5.82	0.26
2008-12-05	16:00:00	0	11.50	97.47	91.27	5.56	0.31
2008-12-05	17:00:00	0	11.21	101.08	91.33	6.41	0.23
2008-12-05	18:00:00	0	10.95	101.88	91.43	5.24	0.17
2008-12-05	19:00:00	0	10.29	103.81	91.44	3.67	0.03
2008-12-05	20:00:00	0	9.70	105.59	91.55	1.78	0.00
2008-12-05	21:00:00	0	9.34	105.89	91.62	1.33	0.00
2008-12-05	22:00:00	0	9.60	105.46	91.68	1.76	0.00
2008-12-05	23:00:00	0	9.72	103.85	91.73	1.86	0.00
2008-12-06	0:00:00	0	9.73	103.23	91.80	1.24	0.00
2008-12-06	1:00:00	0	9.80	102.42	91.82	1.07	0.00
2008-12-06	2:00:00	0	9.50	101.64	91.79	1.60	0.00
2008-12-06	3:00:00	0	9.27	102.42	91.79	1.43	0.00
2008-12-06	4:00:00	0	9.34	100.32	91.76	1.13	0.00
2008-12-06	5:00:00	0	9.13	99.88	91.77	1.35	0.00
2008-12-06	6:00:00	0	8.63	98.65	91.68	1.35	0.00
2008-12-06	7:00:00	0	8.99	95.92	91.72	1.56	0.00
2008-12-06	8:00:00	0.2	9.52	94.13	91.77	1.19	0.00
2008-12-06	9:00:00	0.2	9.40	97.18	91.75	1.37	0.00
2008-12-06	10:00:00	0.2	9.33	100.21	91.79	1.53	0.00
2008-12-06	11:00:00	0.2	9.16	103.80	91.77	1.81	0.04
2008-12-06	12:00:00	0	9.64	102.18	91.78	1.82	0.10
2008-12-06	13:00:00	0	11.09	96.69	91.75	1.92	0.12
2008-12-06	14:00:00	0	11.15	94.46	91.67	1.85	0.11
2008-12-06	15:00:00	0	11.20	93.19	91.62	2.74	0.14
2008-12-06	16:00:00	0	10.41	97.53	91.56	2.49	0.18
2008-12-06	17:00:00	0	8.96	98.55	91.52	2.35	0.11
2008-12-06	18:00:00	0.2	8.54	104.97	91.55	2.07	0.04
2008-12-06	19:00:00	0.2	8.44	106.01	91.57	1.78	0.00
2008-12-06	20:00:00	0.2	7.72	106.17	91.55	1.91	0.00
2008-12-06	21:00:00	0.2	7.38	106.47	91.55	1.03	0.00
2008-12-06	22:00:00	0	7.07	107.33	91.55	1.94	0.00
2008-12-06	23:00:00	0.2	6.64	108.14	91.50	2.21	0.00
2008-12-07	0:00:00	0	6.50	108.85	91.47	2.11	0.00
2008-12-07	1:00:00	0.2	6.36	109.09	91.50	2.36	0.00
2008-12-07	2:00:00	0.4	6.37	109.32	91.47	2.69	0.00
2008-12-07	3:00:00	0.2	6.43	109.52	91.42	3.16	0.00
2008-12-07	4:00:00	0	6.41	109.61	91.38	3.18	0.00
2008-12-07	5:00:00	0	6.74	109.84	91.33	2.60	0.00
2008-12-07	6:00:00	0	6.87	109.96	91.26	2.40	0.00
2008-12-07	7:00:00	0	6.61	109.96	91.26	2.94	0.00
2008-12-07	8:00:00	0.2	6.32	109.91	91.22	2.96	0.00
2008-12-07	9:00:00	0.8	5.16	109.14	91.19	1.89	0.00
2008-12-07	10:00:00	2	4.93	108.72	91.27	1.97	0.00
2008-12-07	11:00:00	0.8	5.57	108.74	91.27	1.31	0.03
2008-12-07	12:00:00	0.2	6.77	108.84	91.25	2.38	0.08
2008-12-07	13:00:00	0	7.58	108.92	91.30	2.92	0.27
2008-12-07	14:00:00	0	8.42	109.51	91.25	3.52	0.20
2008-12-07	15:00:00	1	9.67	98.93	91.28	2.67	0.09
2008-12-07	16:00:00	0.6	10.04	93.00	91.23	1.36	0.06
2008-12-07	17:00:00	2.8	10.14	89.20	91.22	0.58	0.01
2008-12-07	18:00:00	2.2	10.02	89.47	91.25	0.94	0.02
2008-12-07	19:00:00	0	9.87	94.41	91.30	1.14	0.03
2008-12-07	20:00:00	0	9.37	98.23	91.28	1.17	0.00
2008-12-07	21:00:00	0	8.40	102.42	91.36	0.61	0.00
2008-12-07	22:00:00	0	8.45	105.62	91.36	0.32	0.00
2008-12-07	23:00:00	0.2	8.49	105.78	91.38	0.19	0.00
2008-12-08	0:00:00	0	8.41	105.45	91.41	0.14	0.00
2008-12-08	1:00:00	0	7.62	106.68	91.46	0.00	0.00
2008-12-08	2:00:00	0	7.70	108.23	91.50	0.06	0.00
2008-12-08	3:00:00	0	7.81	108.88	91.47	0.19	0.00
2008-12-08	4:00:00	0	7.56	109.03	91.50	0.03	0.00
2008-12-08	5:00:00	0	7.33	108.32	91.54	0.13	0.00
2008-12-08	6:00:00	0	6.62	98.44	91.52	0.05	0.00
2008-12-08	7:00:00	0	5.01	92.45	91.55	0.34	0.00
2008-12-08	8:00:00	0	4.86	92.75	91.60	0.78	0.00
2008-12-08	9:00:00	0	4.78	93.73	91.64	0.85	0.00
2008-12-08	10:00:00	0	4.62	96.84	91.67	0.87	0.00
2008-12-08	11:00:00	0	4.73	94.56	91.78	0.67	0.04
2008-12-08	12:00:00	0	5.14	91.33	91.83	0.97	0.09
2008-12-08	13:00:00	0	5.85	87.11	91.80	0.79	0.13
2008-12-08	14:00:00	0	6.26	82.43	91.79	1.53	0.15
2008-12-08	15:00:00	0	6.99	80.25	91.73	1.91	0.32
2008-12-08	16:00:00	0	7.40	78.42	91.67	1.99	0.26
2008-12-08	17:00:00	0	7.74	77.92	91.72	2.75	0.17
2008-12-08	18:00:00	0	7.90	76.94	91.77	2.27	0.08
2008-12-08	19:00:00	0	7.57	79.85	91.75	1.66	0.01
2008-12-08	20:00:00	0	7.13	85.29	91.78	0.49	0.00
2008-12-08	21:00:00	0	6.34	87.19	91.83	0.08	0.00
2008-12-08	22:00:00	0	4.90	90.38	91.81	0.50	0.00
2008-12-08	23:00:00	0	5.04	90.59	91.83	0.94	0.00
2008-12-09	0:00:00	0	4.99	92.04	91.72	0.55	0.00
2008-12-09	1:00:00	0	4.14	94.48	91.67	0.08	0.00
2008-12-09	2:00:00	0	1.91	100.56	91.68	0.30	0.00
2008-12-09	3:00:00	0	0.65	102.97	91.52	0.66	0.00
2008-12-09	4:00:00	0	-0.31	103.07	91.45	1.92	0.00
2008-12-09	5:00:00	0.2	-1.52	103.06	91.40	3.22	0.00
2008-12-09	6:00:00	0	-2.61	102.80	91.31	2.77	0.00
2008-12-09	7:00:00	0	-3.36	102.61	91.30	3.22	0.00
2008-12-09	8:00:00	0	-4.03	101.81	91.36	1.34	0.00
2008-12-09	9:00:00	0	-4.36	100.89	91.43	0.46	0.00
2008-12-09	10:00:00	0	-4.73	100.22	91.49	0.86	0.00
2008-12-09	11:00:00	0	-3.29	101.47	91.55	1.67	0.03
2008-12-09	12:00:00	0	1.36	95.65	91.57	2.24	0.17
2008-12-09	13:00:00	0	4.05	79.85	91.60	2.53	0.31
2008-12-09	14:00:00	0	5.54	72.07	91.60	3.25	0.34
2008-12-09	15:00:00	0	6.59	64.23	91.54	3.42	0.38
2008-12-09	16:00:00	0	7.22	60.37	91.52	3.41	0.22
2008-12-09	17:00:00	0	7.12	62.29	91.51	2.83	0.19
2008-12-09	18:00:00	0	7.53	59.48	91.56	2.36	0.08
2008-12-09	19:00:00	0	6.98	61.12	91.64	1.54	0.02
2008-12-09	20:00:00	0	5.53	68.67	91.66	1.17	0.00
2008-12-09	21:00:00	0	2.97	76.42	91.73	1.01	0.00
2008-12-09	22:00:00	0	0.05	88.68	91.76	0.89	0.00
2008-12-09	23:00:00	0	-1.51	94.05	91.81	0.95	0.00
2008-12-10	0:00:00	0	-2.24	95.56	91.78	0.86	0.00
2008-12-10	1:00:00	0	-2.95	97.58	91.82	0.42	0.00
2008-12-10	2:00:00	0	-3.53	98.45	91.81	0.37	0.00
2008-12-10	3:00:00	0	-2.60	99.34	91.84	0.26	0.00
2008-12-10	4:00:00	0	-1.52	99.40	91.81	0.40	0.00
2008-12-10	5:00:00	0	-1.49	100.63	91.78	0.11	0.00
2008-12-10	6:00:00	0	-1.30	102.14	91.74	0.06	0.00
2008-12-10	7:00:00	0	-1.68	102.36	91.67	0.14	0.00
2008-12-10	8:00:00	0	-2.09	103.84	91.64	0.25	0.00
2008-12-10	9:00:00	0	-1.97	104.52	91.69	0.16	0.00
2008-12-10	10:00:00	0	-0.99	106.01	91.65	0.13	0.00
2008-12-10	11:00:00	0	-0.54	106.69	91.68	0.08	0.14
2008-12-10	12:00:00	0	1.27	107.47	91.68	0.73	0.29
2008-12-10	13:00:00	0	3.26	97.84	91.70	2.19	0.38
2008-12-10	14:00:00	0	4.47	89.13	91.63	3.11	0.46
2008-12-10	15:00:00	0	5.93	80.73	91.57	3.35	0.48
2008-12-10	16:00:00	0	5.43	85.40	91.55	3.66	0.42
2008-12-10	17:00:00	0	5.35	86.80	91.55	3.25	0.24
2008-12-10	18:00:00	0	5.57	89.56	91.52	3.69	0.23
2008-12-10	19:00:00	0	5.00	96.02	91.54	2.45	0.03
2008-12-10	20:00:00	0	5.24	99.77	91.56	1.24	0.00
2008-12-10	21:00:00	0	5.10	99.44	91.62	0.30	0.00
2008-12-10	22:00:00	0	4.76	99.87	91.62	0.41	0.00
2008-12-10	23:00:00	0	4.73	99.87	91.66	0.38	0.00
2008-12-11	0:00:00	0	4.69	100.39	91.69	0.17	0.00
2008-12-11	1:00:00	0	4.28	99.58	91.64	0.29	0.00
2008-12-11	2:00:00	0	3.27	100.20	91.67	0.37	0.00
2008-12-11	3:00:00	0	2.93	100.82	91.68	0.53	0.00
2008-12-11	4:00:00	0	2.62	100.17	91.61	0.68	0.00
2008-12-11	5:00:00	0	1.77	100.95	91.57	0.59	0.00
2008-12-11	6:00:00	0	0.87	102.97	91.53	0.83	0.00
2008-12-11	7:00:00	0	1.07	105.89	91.53	0.43	0.00
2008-12-11	8:00:00	0	1.55	106.73	91.62	0.41	0.00
2008-12-11	9:00:00	0	1.74	107.02	91.62	0.78	0.00
2008-12-11	10:00:00	0	1.96	106.55	91.62	1.03	0.00
2008-12-11	11:00:00	0	2.18	106.29	91.66	0.71	0.05
2008-12-11	12:00:00	0.2	3.13	103.25	91.71	1.85	0.18
2008-12-11	13:00:00	0	5.11	90.26	91.73	1.92	0.28
2008-12-11	14:00:00	0	5.86	84.98	91.66	2.80	0.34
2008-12-11	15:00:00	0	5.46	87.71	91.57	2.39	0.16
2008-12-11	16:00:00	0	5.53	82.23	91.50	2.01	0.08
2008-12-11	17:00:00	0	5.43	85.44	91.47	2.12	0.05
2008-12-11	18:00:00	0	5.44	85.52	91.49	2.03	0.05
2008-12-11	19:00:00	0	4.23	88.38	91.44	1.39	0.01
2008-12-11	20:00:00	0	2.10	94.20	91.43	2.33	0.00
2008-12-11	21:00:00	0	-0.17	100.04	91.42	2.37	0.00
2008-12-11	22:00:00	0	-1.68	102.38	91.44	2.19	0.00
2008-12-11	23:00:00	0.2	-2.18	103.42	91.43	1.90	0.00
2008-12-12	0:00:00	0.4	-2.76	103.36	91.45	2.49	0.00
2008-12-12	1:00:00	0	-2.86	103.48	91.44	2.49	0.00
2008-12-12	2:00:00	0	-2.20	104.44	91.43	1.48	0.00
2008-12-12	3:00:00	0	-0.88	105.94	91.44	1.33	0.00
2008-12-12	4:00:00	0	0.28	106.09	91.37	1.20	0.00
2008-12-12	5:00:00	0	0.09	104.47	91.37	0.70	0.00
2008-12-12	6:00:00	0	0.87	105.02	91.33	0.47	0.00
2008-12-12	7:00:00	0	1.93	103.18	91.33	0.50	0.00
2008-12-12	8:00:00	0	2.63	102.34	91.39	0.34	0.00
2008-12-12	9:00:00	0	3.01	100.92	91.39	0.43	0.00
2008-12-12	10:00:00	0	3.13	100.57	91.48	0.26	0.00
2008-12-12	11:00:00	0	3.86	100.98	91.60	0.29	0.02
2008-12-12	12:00:00	0.2	5.03	102.09	91.64	0.87	0.17
2008-12-12	13:00:00	0	5.73	100.31	91.70	1.19	0.33
2008-12-12	14:00:00	0	6.08	100.75	91.71	2.08	0.24
2008-12-12	15:00:00	0	6.27	103.13	91.65	2.28	0.12
2008-12-12	16:00:00	0	6.53	97.55	91.74	1.59	0.07
2008-12-12	17:00:00	0	5.79	93.38	91.69	1.09	0.06
2008-12-12	18:00:00	0	6.03	90.49	91.72	0.93	0.05
2008-12-12	19:00:00	0	5.20	90.11	91.77	0.56	0.01
2008-12-12	20:00:00	0	4.75	92.02	91.74	0.29	0.00
2008-12-12	21:00:00	0	3.61	92.38	91.78	0.13	0.00
2008-12-12	22:00:00	0	3.01	88.62	91.80	0.15	0.00
2008-12-12	23:00:00	0	2.09	94.29	91.71	0.22	0.00
2008-12-13	0:00:00	0	1.83	99.94	91.64	0.21	0.00
2008-12-13	1:00:00	0	1.99	99.04	91.65	0.24	0.00
2008-12-13	2:00:00	0	2.45	96.81	91.57	0.68	0.00
2008-12-13	3:00:00	0	2.53	96.61	91.50	1.55	0.00
2008-12-13	4:00:00	0	2.51	95.77	91.34	1.64	0.00
2008-12-13	5:00:00	0	2.39	93.61	91.25	1.41	0.00
2008-12-13	6:00:00	0	1.66	96.45	91.16	1.75	0.00
2008-12-13	7:00:00	0	1.32	94.04	91.04	2.13	0.00
2008-12-13	8:00:00	0	0.86	96.53	90.97	2.03	0.00
2008-12-13	9:00:00	0.4	0.51	96.68	90.86	2.40	0.00
2008-12-13	10:00:00	0.6	0.39	96.72	90.69	3.08	0.00
2008-12-13	11:00:00	0.2	0.97	94.62	90.51	3.87	0.03
2008-12-13	12:00:00	0.4	1.25	94.77	90.31	4.67	0.05
2008-12-13	13:00:00	0.2	2.06	89.36	90.09	5.21	0.13
2008-12-13	14:00:00	3.2	2.53	85.99	89.92	5.38	0.10
2008-12-13	15:00:00	5	3.05	80.57	89.84	4.33	0.05
2008-12-13	16:00:00	2	3.61	72.63	89.94	5.99	0.06
2008-12-13	17:00:00	0.2	3.46	73.11	89.89	4.59	0.14
2008-12-13	18:00:00	0	3.32	72.74	89.87	4.04	0.11
2008-12-13	19:00:00	0.4	2.64	73.99	89.97	4.99	0.01
2008-12-13	20:00:00	0.2	2.01	78.03	89.96	3.89	0.00
2008-12-13	21:00:00	0	1.43	80.62	90.03	4.61	0.00
2008-12-13	22:00:00	0	0.74	83.18	90.07	2.81	0.00
2008-12-13	23:00:00	0	0.49	82.96	90.03	0.63	0.00
2008-12-14	0:00:00	0	0.20	83.95	90.02	1.37	0.00
2008-12-14	1:00:00	0	-0.20	87.79	89.95	1.38	0.00
2008-12-14	2:00:00	0	-0.55	87.08	89.92	1.77	0.00
2008-12-14	3:00:00	0	-0.78	88.33	89.93	2.56	0.00
2008-12-14	4:00:00	0	-1.50	90.22	89.93	3.09	0.00
2008-12-14	5:00:00	0	-1.36	91.81	89.89	3.19	0.00
2008-12-14	6:00:00	0	-2.19	95.37	89.85	3.03	0.00
2008-12-14	7:00:00	0	-2.12	95.00	89.86	3.25	0.00
2008-12-14	8:00:00	0	-2.27	95.54	89.87	2.59	0.00
2008-12-14	9:00:00	0	-1.99	95.45	89.86	3.36	0.00
2008-12-14	10:00:00	0	-2.72	96.97	89.84	3.34	0.00
2008-12-14	11:00:00	0	-1.58	95.84	89.87	3.16	0.05
2008-12-14	12:00:00	0.2	-0.01	91.57	89.91	2.40	0.14
2008-12-14	13:00:00	0	1.24	86.63	89.97	4.40	0.14
2008-12-14	14:00:00	0	1.67	87.22	89.87	4.82	0.14
2008-12-14	15:00:00	0	2.28	87.84	89.88	5.99	0.30
2008-12-14	16:00:00	0	3.09	86.32	89.87	6.78	0.34
2008-12-14	17:00:00	0	2.57	95.46	89.87	7.34	0.21
2008-12-14	18:00:00	0	2.10	99.80	89.93	7.64	0.14
2008-12-14	19:00:00	0	1.91	99.08	90.03	6.91	0.02
2008-12-14	20:00:00	0	0.40	102.21	90.19	4.37	0.00
2008-12-14	21:00:00	0	0.38	103.68	90.22	4.17	0.00
2008-12-14	22:00:00	0	0.27	103.94	90.36	3.82	0.00
2008-12-14	23:00:00	0	-0.95	103.88	90.42	4.67	0.00
2008-12-15	0:00:00	0	-2.18	103.13	90.46	4.44	0.00
2008-12-15	1:00:00	0	-2.89	102.97	90.50	4.15	0.00
2008-12-15	2:00:00	0	-3.44	101.80	90.56	2.19	0.00
2008-12-15	3:00:00	0	-2.78	102.13	90.55	2.34	0.00
2008-12-15	4:00:00	0	-2.07	103.02	90.60	1.08	0.00
2008-12-15	5:00:00	0	-2.30	102.95	90.68	1.19	0.00
2008-12-15	6:00:00	0	-3.01	102.17	90.70	1.21	0.00
2008-12-15	7:00:00	0	-3.12	101.87	90.78	1.11	0.00
2008-12-15	8:00:00	0	-4.45	100.35	90.80	0.56	0.00
2008-12-15	9:00:00	0	-5.46	99.27	90.87	0.58	0.00
2008-12-15	10:00:00	0	-6.10	98.44	90.92	0.62	0.00
2008-12-15	11:00:00	0	-5.67	99.25	91.03	0.33	0.03
2008-12-15	12:00:00	0	-3.74	101.75	91.07	0.42	0.06
2008-12-15	13:00:00	0	-1.63	104.08	91.07	1.68	0.11
2008-12-15	14:00:00	0	0.93	105.88	91.05	2.15	0.15
2008-12-15	15:00:00	0	3.84	91.60	91.00	1.77	0.08
2008-12-15	16:00:00	1	6.15	76.21	91.04	1.88	0.05
2008-12-15	17:00:00	0.4	7.31	72.21	91.10	1.11	0.10
2008-12-15	18:00:00	0.2	6.77	75.75	91.08	0.78	0.15
2008-12-15	19:00:00	0	5.13	78.40	91.21	0.73	0.03
2008-12-15	20:00:00	0	2.16	88.99	91.30	0.34	0.00
2008-12-15	21:00:00	0	-0.66	96.45	91.39	0.17	0.00
2008-12-15	22:00:00	0	-2.10	100.80	91.41	0.26	0.00
2008-12-15	23:00:00	0	-2.86	101.87	91.44	0.00	0.00
2008-12-16	0:00:00	0	-3.46	101.73	91.51	0.00	0.00
2008-12-16	1:00:00	0	-3.99	101.44	91.50	0.00	0.00
2008-12-16	2:00:00	0	-4.23	101.39	91.51	0.00	0.00
2008-12-16	3:00:00	0	-4.40	101.14	91.41	0.00	0.00
2008-12-16	4:00:00	0	-3.74	101.65	91.43	0.00	0.00
2008-12-16	5:00:00	0	-3.67	101.16	91.43	0.00	0.00
2008-12-16	6:00:00	0	-3.88	101.12	91.47	0.00	0.00
2008-12-16	7:00:00	0	-4.42	100.62	91.46	0.00	0.00
2008-12-16	8:00:00	0	-4.48	100.67	91.41	0.00	0.00
2008-12-16	9:00:00	0	-4.25	100.33	91.46	0.00	0.00
2008-12-16	10:00:00	0	-4.39	100.11	91.45	0.00	0.00
2008-12-16	11:00:00	0	-3.50	100.66	91.50	0.00	0.11
2008-12-16	12:00:00	0	-2.46	99.82	91.55	0.00	0.22
2008-12-16	13:00:00	0	0.78	94.04	91.59	0.29	0.33
2008-12-16	14:00:00	0	4.63	88.29	91.51	0.81	0.44
2008-12-16	15:00:00	0	7.49	76.29	91.43	0.78	0.47
2008-12-16	16:00:00	0	9.66	64.96	91.35	0.71	0.43
2008-12-16	17:00:00	0	10.46	61.28	91.35	1.11	0.34
2008-12-16	18:00:00	0	10.43	63.21	91.41	1.63	0.19
2008-12-16	19:00:00	0	9.15	67.29	91.43	1.06	0.02
2008-12-16	20:00:00	0	5.32	82.16	91.47	0.29	0.00
2008-12-16	21:00:00	0	1.54	94.65	91.49	0.27	0.00
2008-12-16	22:00:00	0	0.88	98.78	91.51	0.12	0.00
2008-12-16	23:00:00	0	1.68	98.17	91.49	0.16	0.00
2008-12-17	0:00:00	0	1.28	99.08	91.53	0.11	0.00
2008-12-17	1:00:00	0	1.38	101.24	91.52	0.15	0.00
2008-12-17	2:00:00	0	1.30	101.55	91.57	0.24	0.00
2008-12-17	3:00:00	0	1.17	102.73	91.54	0.11	0.00
2008-12-17	4:00:00	0	1.50	103.43	91.55	0.35	0.00
2008-12-17	5:00:00	0	1.68	102.23	91.56	0.40	0.00
2008-12-17	6:00:00	0	0.52	101.88	91.57	0.40	0.00
2008-12-17	7:00:00	0	-1.40	102.54	91.55	0.09	0.00
2008-12-17	8:00:00	0	-2.44	103.15	91.60	0.09	0.00
2008-12-17	9:00:00	0	-3.19	103.05	91.66	0.24	0.00
2008-12-17	10:00:00	0	-3.22	103.16	91.70	0.33	0.00
2008-12-17	11:00:00	0	-1.85	104.24	91.82	0.11	0.06
2008-12-17	12:00:00	0	0.29	105.43	91.85	0.15	0.10
2008-12-17	13:00:00	0.2	4.24	92.15	91.87	0.43	0.36
2008-12-17	14:00:00	0	6.01	81.71	91.84	0.56	0.43
2008-12-17	15:00:00	0	6.80	77.02	91.81	0.56	0.46
2008-12-17	16:00:00	0	7.22	75.22	91.78	0.75	0.41
2008-12-17	17:00:00	0	6.97	78.52	91.76	1.47	0.32
2008-12-17	18:00:00	0	6.46	80.83	91.81	1.43	0.18
2008-12-17	19:00:00	0	5.77	82.84	91.83	0.84	0.02
2008-12-17	20:00:00	0	3.49	89.88	91.88	0.19	0.00
2008-12-17	21:00:00	0	1.47	97.84	91.95	0.15	0.00
2008-12-17	22:00:00	0	-0.43	101.25	91.97	0.38	0.00
2008-12-17	23:00:00	0	-1.20	102.24	92.02	0.24	0.00
2008-12-18	0:00:00	0	-2.25	103.02	92.08	0.25	0.00
2008-12-18	1:00:00	0	-2.54	103.35	92.10	0.36	0.00
2008-12-18	2:00:00	0	-2.65	103.60	92.10	0.20	0.00
2008-12-18	3:00:00	0	-3.03	103.44	92.11	0.06	0.00
2008-12-18	4:00:00	0	-3.22	103.11	92.12	0.42	0.00
2008-12-18	5:00:00	0	-3.96	102.06	92.16	0.32	0.00
2008-12-18	6:00:00	0	-4.11	101.74	92.11	0.15	0.00
2008-12-18	7:00:00	0	-4.42	101.05	92.11	0.14	0.00
2008-12-18	8:00:00	0	-5.01	100.04	92.16	0.11	0.00
2008-12-18	9:00:00	0	-4.62	100.73	92.19	0.17	0.00
2008-12-18	10:00:00	0	-5.04	100.00	92.25	0.35	0.00
2008-12-18	11:00:00	0	-4.05	101.27	92.22	0.23	0.05
2008-12-18	12:00:00	0	0.26	103.89	92.34	0.27	0.16
2008-12-18	13:00:00	0	4.54	94.41	92.35	2.29	0.35
2008-12-18	14:00:00	0	7.61	78.81	92.28	3.76	0.44
2008-12-18	15:00:00	0	7.27	78.17	92.24	3.44	0.46
2008-12-18	16:00:00	0	7.74	75.88	92.22	3.29	0.43
2008-12-18	17:00:00	0	8.27	74.36	92.22	3.64	0.33
2008-12-18	18:00:00	0	8.46	74.23	92.28	3.13	0.19
2008-12-18	19:00:00	0	7.58	78.05	92.28	1.64	0.02
2008-12-18	20:00:00	0	4.77	87.40	92.29	0.23	0.00
2008-12-18	21:00:00	0	1.49	97.12	92.40	0.32	0.00
2008-12-18	22:00:00	0	-0.87	100.33	92.37	0.56	0.00
2008-12-18	23:00:00	0	-2.04	102.32	92.45	0.01	0.00
2008-12-19	0:00:00	0	-2.67	102.69	92.50	0.11	0.00
2008-12-19	1:00:00	0	-3.05	102.81	92.55	0.17	0.00
2008-12-19	2:00:00	0	-3.71	102.20	92.54	0.03	0.00
2008-12-19	3:00:00	0	-4.13	101.67	92.56	0.07	0.00
2008-12-19	4:00:00	0	-4.46	100.99	92.55	0.09	0.00
2008-12-19	5:00:00	0	-2.93	103.49	92.56	0.18	0.00
2008-12-19	6:00:00	0	-0.19	106.38	92.58	0.20	0.00
2008-12-19	7:00:00	0	0.09	106.93	92.63	0.11	0.00
2008-12-19	8:00:00	0	0.15	107.21	92.70	0.11	0.00
2008-12-19	9:00:00	0	0.07	107.37	92.73	0.15	0.00
2008-12-19	10:00:00	0	-1.05	107.17	92.78	0.09	0.00
2008-12-19	11:00:00	0	-1.93	106.57	92.82	0.13	0.12
2008-12-19	12:00:00	0	-1.61	106.49	92.84	0.40	0.28
2008-12-19	13:00:00	0	-0.68	107.06	92.85	1.70	0.37
2008-12-19	14:00:00	0	1.42	107.35	92.84	3.01	0.46
2008-12-19	15:00:00	0	4.30	107.41	92.80	3.00	0.41
2008-12-19	16:00:00	0	7.43	97.53	92.72	2.48	0.43
2008-12-19	17:00:00	0	9.49	78.45	92.72	2.15	0.34
2008-12-19	18:00:00	0	10.38	74.01	92.73	1.91	0.19
2008-12-19	19:00:00	0	9.70	74.68	92.76	1.29	0.02
2008-12-19	20:00:00	0	5.81	87.07	92.82	0.40	0.00
2008-12-19	21:00:00	0	1.76	97.86	92.87	0.12	0.00
2008-12-19	22:00:00	0	-0.29	101.91	92.90	0.16	0.00
2008-12-19	23:00:00	0	-1.46	103.23	92.89	0.08	0.00
2008-12-20	0:00:00	0	-1.92	103.92	92.93	0.11	0.00
2008-12-20	1:00:00	0	-2.40	103.65	92.97	0.07	0.00
2008-12-20	2:00:00	0	-3.13	103.38	92.97	0.00	0.00
